x,y,elev,ndvi,bio,sm,tem,pre
79.6364,33.7729,5196,0.0824,-9999,1656,-5.875,137
82.319,33.7767,5580,-0.0225,-9999,2136,-12.691666666666666,405
86.3534,33.7909,5049,0.1088,579.533,1597,-5.275,1206
85.8197,33.8128,4829,0.1171,514.561,1416,-2.8583333333333334,957
85.2402,33.8292,5202,0.1435,-9999,1991,-5.808333333333334,840
79.4948,33.8432,5030,0.0826,586.716,1684,-4.275,179
81.0671,33.8452,4738,0.086,604.68,2105,-2.783333333333333,73
84.5816,33.8679,4844,0.0845,500.488,1739,-3.066666666666667,645
84.7823,33.9144,4978,0.09,557.914,1765,-4.333333333333334,720
89.3898,33.9553,5244,0.123,-9999,2367,-7.3916666666666675,3199
85.8267,33.9558,5263,0.1476,626.564,1776,-7.25,1023
83.9977,33.9691,5571,0.1107,-9999,2272,-10.15,767
88.9436,33.9804,5295,0.1255,575.556,1599,-7.875,2911
82.1284,33.9846,5235,0.0955,-9999,1876,-5.333333333333334,233
84.4431,34.0164,5362,0.1313,634.104,1815,-8.033333333333333,782
84.1566,34.0185,5429,0.0609,-9999,1987,-8.391666666666667,718
83.9053,34.0209,5437,0.1332,-9999,2043,-9.333333333333332,683
89.6952,34.0233,5247,0.1651,580.501,2007,-8.1,3451
91.0296,34.0241,4871,0.1515,627.365,2281,-4.658333333333333,3661
79.5489,34.0275,5232,0.0556,573.978,2115,-8.083333333333332,171
85.8677,34.1032,5079,0.1045,601.671,1538,-5.416666666666666,1003
88.5684,34.1077,4967,0.1291,532.559,2143,-5.166666666666666,2414
81.6767,34.1139,4933,0.1003,683.65,1826,-4.85,144
80.4744,34.1381,5158,0.0896,539.832,1843,-6.308333333333334,152
82.6637,34.1439,5222,0.1228,627.807,1853,-6.475,345
81.2612,34.1484,5100,0.1298,577.879,2079,-8.091666666666667,193
82.7386,34.1515,5116,0.0832,561.354,2010,-5.3,331
89.1437,34.1576,5148,0.1771,630.735,2323,-7.183333333333333,2905
80.1757,34.1795,5329,0.0551,469.802,1807,-8.766666666666667,145
82.0623,34.2026,5426,0.0932,-9999,2228,-10.425,313
90.7209,34.2088,5170,0.2013,-9999,2195,-8.766666666666667,4032
79.0938,34.218,5233,0.1405,650.091,2025,-8.633333333333333,310
90.0833,34.2412,5316,0.0898,650.456,2040,-8.708333333333332,3704
84.7992,34.2548,5058,0.0891,609.202,1519,-5.35,749
83.2735,34.2683,5140,0.0863,-9999,1969,-5.891666666666667,482
86.6174,34.2709,5331,0.1245,576.012,1439,-9,1396
87.6032,34.2997,5035,0.1184,575.038,1380,-5.525,1782
81.9285,34.3037,6208,-0.0771,-9999,2092,-16.975,529
81.2928,34.3138,5497,0.1481,-9999,2116,-10.1,238
79.2586,34.3212,5074,0.0787,460.333,2062,-6.5166666666666675,235
89.7715,34.3333,5183,0.125,620.109,1799,-7.933333333333333,3299
86.3609,34.3368,5143,0.1102,578.675,1452,-6.508333333333333,1213
85.4926,34.3413,5405,0.0931,644.695,1800,-8.5,1028
79.8422,34.3453,6586,-0.0192,-9999,1990,-19.708333333333336,501
79.5859,34.3466,5749,-0.0615,-9999,1661,-13.116666666666664,298
82.5475,34.3521,5106,0.0936,572.288,2043,-6.1,337
87.0085,34.3545,5001,0.1238,587.885,1697,-5.6,1473
85.5083,34.3576,5488,0.0878,617.921,1596,-9.4,1028
87.5612,34.3689,4950,0.1038,578.359,1599,-5.266666666666667,1714
82.1407,34.3794,5138,0.0751,580.817,2024,-6.033333333333333,258
87.857,34.3814,5033,0.0865,569.781,1417,-5.266666666666667,1875
81.3851,34.3829,5543,0.1058,-9999,1959,-10.716666666666669,260
82.8283,34.3897,5246,0.0732,597.277,1982,-6.8,422
84.5166,34.4015,5326,0.1143,635.05,2093,-9.241666666666667,805
79.0252,34.4015,5850,-0.0031,-9999,2107,-10.983333333333333,418
81.1366,34.4348,5719,-0.0712,-9999,1928,-13.466666666666663,331
78.9742,34.491,5410,0.0784,-9999,2477,-8.725,393
90.2126,34.4935,5363,0.1339,771.574,2262,-9.533333333333331,3652
82.1182,34.5072,5474,0.0992,-9999,2072,-9.391666666666667,353
85.0761,34.5163,5321,0.113,635.93,1797,-8.558333333333334,893
82.3279,34.5227,5209,0.0815,568.323,2029,-6.966666666666667,351
82.1883,34.5274,5641,0.0677,-9999,2266,-10.725,414
81.7497,34.5296,5106,0.0432,1578.56,2044,-6.233333333333333,261
84.6877,34.5339,5057,-0.007,-9999,2243,-6.075,830
85.9009,34.5512,5421,0.104,650.676,1714,-9.408333333333331,1119
78.7504,34.5515,5622,0.0741,-9999,2065,-10.741666666666667,500
85.5479,34.5519,5391,0.1061,666.717,1707,-9.741666666666667,1055
86.853,34.5542,4966,0.0934,572.663,1717,-5.683333333333334,1334
87.2212,34.563,4919,-0.0618,-9999,2206,-5.566666666666666,1529
81.1706,34.5751,5198,0.0756,-9999,2067,-7.166666666666667,209
86.0502,34.6072,5178,0.1194,-9999,1799,-7.658333333333333,1108
87.8634,34.6112,4984,0.0951,589.107,1709,-5.641666666666667,1801
78.9604,34.6168,5584,0.0382,-9999,2341,-11.75,453
82.4778,34.627,5223,0.1001,-9999,1626,-7.45,389
88.4622,34.6319,4868,0.1091,539.418,1407,-4.608333333333333,2109
81.9281,34.6342,5289,0.0762,-9999,1947,-8.3,350
81.3747,34.643,5336,0.0976,-9999,2051,-8.983333333333333,268
82.4476,34.6446,5375,0.1131,632.841,2024,-8.475,411
78.9773,34.6468,5694,0.0902,-9999,2202,-11.225,442
88.589,34.6604,4818,-0.1291,-9999,2371,-4.258333333333334,2171
80.4471,34.6638,5163,0.0717,381.531,1921,-6.725,184
79.226,34.6686,5417,0.1111,-9999,1907,-9.533333333333331,323
82.1604,34.6892,5425,0.0817,-9999,1955,-9.491666666666667,406
80.8734,34.6895,5583,0.096,588.802,1900,-9.291666666666668,232
86.397,34.7026,4921,0,-9999,2347,-5.491666666666666,1240
84.0697,34.7259,5517,0.0564,-9999,1841,-9.533333333333331,742
89.4538,34.7502,4938,0.1211,544.101,1487,-5.308333333333334,2711
87.6215,34.7548,5200,0.0965,562.911,1580,-7.9,1762
90.867,34.7736,5219,0.1327,713.091,2013,-7.85,3558
85.8794,34.7789,5168,0.1365,623.957,1564,-8.116666666666667,1054
86.7148,34.7891,4972,0.1149,590.671,1679,-6,1308
78.7739,34.8004,5437,0.0983,-9999,2160,-10.066666666666666,496
90.0491,34.8005,4942,0.1376,-9999,1918,-6.083333333333334,2989
78.6432,34.8642,5769,-0.0194,-9999,1802,-12.441666666666666,616
79.4766,34.8643,5296,0.0706,-9999,2245,-8.758333333333333,263
82.2433,34.8724,5125,-0.0091,585.772,2042,-7.45,333
79.8391,34.8765,5201,0.1021,-9999,2020,-9.225,272
86.8292,34.89,4954,0.105,554.753,1792,-5.9,1306
80.9443,34.898,6013,0.0056,-9999,2058,-11.266666666666667,303
83.4897,34.9199,5179,0.0707,617.62,1677,-7.883333333333333,555
84.5247,34.9231,5087,0.1101,608.988,1587,-6.566666666666667,710
89.1647,34.9306,4980,0.1462,616.738,1838,-5.675,2476
90.6277,34.946,4879,0.2363,-9999,1778,-5.708333333333334,3047
80.7029,34.9465,5023,0.0638,609.261,1985,-5.716666666666667,185
90.2516,34.9533,4925,0.1954,630.215,2531,-5.933333333333334,2976
81.6656,34.9609,4921,0.0434,-9999,2053,-5.95,218
81.1022,34.9749,5146,0.1202,650.341,1839,-7.708333333333333,241
78.7439,34.9776,5387,0.0877,-9999,1891,-10.025,478
79.0968,34.9911,5392,0.1037,-9999,2200,-9.891666666666667,364
79.8264,34.9934,5008,0.0792,-9999,1756,-5.541666666666666,210
83.9907,34.996,5225,0.1096,623.284,1628,-8.308333333333334,639
84.0881,35.0086,5166,0.1015,627.163,1673,-7.191666666666667,634
78.8905,35.0215,5659,0.0725,-9999,2119,-12.091666666666669,481
86.1468,35.0292,4933,0.0912,568.559,1604,-5.591666666666667,1055
79.4029,35.0311,5223,0.0868,-9999,2165,-7.9833333333333325,280
79.5534,35.0343,5262,0.1138,-9999,2018,-8.583333333333332,271
90.1852,35.051,4940,0.1838,-9999,2342,-6.316666666666666,2937
79.9176,35.0655,5206,0.0654,-9999,1992,-6.166666666666666,224
78.4206,35.0661,5409,0.095,-9999,2062,-10.133333333333333,537
83.119,35.0779,5080,0.0872,607.059,1934,-6.883333333333333,471
83.382,35.0793,5030,0.0679,-9999,1716,-6.541666666666667,487
88.0177,35.0804,4839,0.1152,525.397,1893,-4.533333333333333,1717
83.5327,35.0805,5026,0.0716,-9999,1765,-6.525,525
79.4783,35.1017,5113,0.1131,-9999,1852,-6.716666666666667,266
79.3405,35.1434,5130,0.1139,-9999,2109,-7.8583333333333325,283
83.3859,35.1453,5074,0.0613,544.216,1663,-7.1083333333333325,507
84.008,35.1523,4940,0.083,604.527,1509,-5.841666666666667,575
84.0619,35.1593,4926,0.0774,515.948,1555,-5.508333333333334,577
90.0392,35.1715,4849,0.2224,-9999,2617,-5.683333333333334,2685
78.3263,35.175,5810,-0.0057,-9999,1649,-13.8,710
89.386,35.1781,4808,0.1468,537.301,2313,-5.191666666666666,2329
85.1087,35.184,4931,0.0663,604.867,1783,-5.85,786
90.4805,35.2062,4772,-0.0284,-9999,2406,-5.291666666666666,2763
81.5797,35.2631,5454,0.0602,-9999,1905,-10.441666666666666,343
88.9863,35.264,4840,0.1305,579.859,1941,-5.366666666666666,2104
86.6626,35.2687,5185,0.1116,-9999,1705,-8.666666666666668,1363
84.6026,35.2706,4854,0.0653,559.069,1510,-4.625,661
88.0707,35.2843,4941,0.0922,569.525,2003,-5.35,1723
80.386,35.2932,5428,0.0578,-9999,1945,-8.841666666666667,304
87.3036,35.2961,4745,0,-9999,2648,-5.141666666666667,1358
83.7755,35.303,4933,0.0615,592.305,1626,-6.266666666666667,543
85.9391,35.303,4938,0.0852,605.746,1452,-6.433333333333333,981
88.2112,35.3168,4928,0.1176,574.16,1795,-5.316666666666666,1727
84.1933,35.3265,4880,0.0597,501.596,1578,-4.741666666666666,605
89.8007,35.3375,4827,0.0634,-9999,1943,-5.683333333333334,2447
80.4781,35.3499,6086,-0.0586,-9999,2196,-15.166666666666666,619
78.64,35.3609,5719,0.1079,-9999,2225,-12.3,530
86.7308,35.3658,5159,0.0939,579.143,1819,-8.258333333333333,1309
89.2007,35.3761,4789,-0.0334,-9999,2144,-5.333333333333334,2120
78.5367,35.377,5472,0.0908,-9999,1723,-9.975,502
84.4818,35.3939,4792,0.018,475.06,2317,-4.475,619
80.9222,35.4177,6273,-0.0472,-9999,1124,-19.366666666666667,497
83.8629,35.4695,4849,0.0629,472.698,1586,-5.291666666666666,537
86.3637,35.4852,5193,0.0927,568.988,1620,-8.491666666666667,1192
83.0116,35.4888,5327,0.0822,-9999,1630,-8.858333333333333,509
80.1294,35.5018,5256,0.1008,-9999,2259,-9.108333333333333,319
79.0891,35.5044,5260,0.0795,-9999,1746,-8.933333333333334,354
80.0493,35.5159,5381,0.1011,-9999,2045,-9.858333333333333,322
80.3691,35.5402,5515,-0.0118,-9999,1699,-13.925,357
88.738,35.5504,4928,0.0767,589.118,1867,-6.358333333333333,1880
83.5239,35.5694,4934,0.0804,-9999,1529,-6.275,519
90.4772,35.5751,4971,0.1406,633.523,2231,-7.541666666666667,2680
81.8539,35.5951,5590,-0.058,-9999,1869,-11.766666666666667,497
90.9332,35.5976,4893,0.0746,587.478,2339,-7.225,2719
78.7548,35.6302,5608,-0.034,-9999,1324,-12.958333333333334,489
77.6804,35.6532,5067,0.0638,-9999,1989,-6.916666666666667,505
89.2655,35.6601,5084,0.2041,-9999,1594,-8.666666666666668,2132
82.6594,35.6689,5565,-0.0323,-9999,1883,-11.725,541
89.0428,35.6736,5050,0.1335,588.809,1207,-8.091666666666667,1967
83.8103,35.6919,4958,0.0606,-9999,1543,-6.666666666666667,590
89.693,35.6967,5162,0.0865,677.732,1775,-9.491666666666667,2360
79.4387,35.7106,5537,0.0411,-9999,1810,-9.4,317
90.1304,35.7108,4918,0.088,-9999,2048,-7.183333333333333,2440
86.2737,35.717,5023,0.0791,670.904,1541,-7.533333333333333,1093
85.9017,35.725,5182,0.0465,547.141,1654,-8.683333333333334,1078
84.7699,35.7311,5000,0.0583,-9999,1511,-7.075,774
89.2865,35.7349,5028,0.3008,698.153,2338,-8.383333333333333,2057
84.3512,35.7806,4982,0.0741,-9999,1552,-6.616666666666667,701
86.3451,35.794,5009,0.1251,626.265,1458,-7.716666666666667,1126
79.8979,35.8008,5595,-0.0495,-9999,2035,-13.216666666666663,378
82.2647,35.8018,4781,0.0714,370.941,1555,-5.225,310
90.2441,35.8255,5001,0.0844,-9999,1700,-7.408333333333333,2418
82.6377,35.8435,5258,0.0776,-9999,1709,-8.891666666666667,432
80.0379,35.8462,4708,0.0267,-9999,1458,-7.8583333333333325,281
80.4426,35.8528,5544,-0.0545,-9999,1707,-13.416666666666666,305
88.9513,35.8666,4969,0.1591,674.184,1699,-7.875,1748
90.0762,35.8849,5163,0.135,696.301,1584,-9.266666666666667,2415
85.188,35.9,5007,0.0641,-9999,1460,-7.3,895
90.8836,35.9149,4950,0.1221,-9999,2034,-7.675,2456
91.1806,35.9158,4941,0.2492,-9999,2367,-8.116666666666667,2583
87.7227,35.9241,4898,0.0765,603.01,1859,-7.216666666666667,1232
87.3276,35.9273,4914,0.0798,524.687,1572,-6.958333333333333,1155
83.6648,35.929,5081,0.0688,-9999,1534,-7.8,617
85.4357,35.9416,4976,0.0602,-9999,1476,-7.191666666666667,916
82.4482,35.9427,4752,0.0665,-9999,1642,-4.991666666666666,300
84.9642,35.9527,5120,0.0675,-9999,1465,-8.183333333333334,887
82.9612,35.9679,5056,0.0602,-9999,1711,-7.783333333333333,447
79.2199,35.972,4887,0.0279,-9999,1912,-4.091666666666667,262
86.8013,35.9842,4809,0.0137,605.537,2154,-6.291666666666666,1008
91.1529,35.9918,4856,0.0527,-9999,1983,-6.783333333333333,2418
85.3557,36.0019,5017,0.0648,-9999,1407,-7.325,924
83.673,36.0032,5145,0.0742,-9999,1459,-8.725,631
83.0027,36.0118,5062,0.051,-9999,1538,-7.65,458
82.904,36.0398,5133,0.0488,-9999,1592,-7.658333333333333,442
88.9272,36.055,4917,0.0552,503.613,2081,-7.441666666666667,1552
83.8228,36.0564,5162,0.0623,-9999,1473,-8.991666666666667,686
77.6669,36.0798,4789,0.0657,-9999,1886,-5.5,522
82.3268,36.0913,4690,0.0444,-9999,1464,-4.233333333333333,317
90.5308,36.1012,4946,0.0625,-9999,1843,-8.7,2220
89.7261,36.106,5013,0.0849,-9999,1782,-8.475,1993
82.8367,36.11,4772,0.0704,-9999,1504,-4.4,378
79.7703,36.1225,3588,0.3853,784.41,1515,2.425,222
79.6471,36.1391,5013,-0.0481,-9999,1619,-8.875,294
84.4838,36.1469,5048,0.0516,-9999,1278,-7.708333333333333,811
87.7827,36.1519,4978,0.0613,644.739,1817,-7.6083333333333325,1127
79.9329,36.1584,3317,0.3148,983.691,1656,3.775,195
76.8933,36.1613,4860,0.0419,-9999,1973,-4.858333333333333,453
79.8233,36.1614,2739,0.2236,-9999,1644,7.4,226
82.7389,36.1675,4625,0.076,-9999,1407,-3.2583333333333337,353
76.3429,36.1939,3742,0.0517,-9999,2085,0.38333333333333336,500
76.5022,36.1957,4700,0.0959,-9999,1750,-7,634
91.2273,36.201,5042,0.0844,-9999,2001,-10.083333333333332,2448
83.3191,36.2071,4923,0.0519,-9999,1381,-6.4,520
84.3991,36.2151,4921,0.0717,-9999,1297,-6.8916666666666675,745
83.7139,36.2267,5015,0.0626,-9999,1239,-7.6083333333333325,626
86.5417,36.2314,5409,-0.0191,-9999,1477,-11.666666666666668,1170
82.5067,36.2408,5753,-0.0048,-9999,1484,-14.016666666666666,708
79.1618,36.2502,4789,-0.0138,-9999,2071,-8.208333333333332,325
91.2611,36.2514,5244,-0.0143,-9999,1727,-11.075,2693
77.2448,36.2541,5392,0.0557,-9999,1663,-10.175,715
76.2275,36.2641,4739,0.0582,-9999,2282,-5.691666666666666,727
90.1982,36.2726,5022,0.0844,-9999,1759,-9.783333333333331,2022
89.4699,36.2824,4713,0.1192,-9999,2349,-6.433333333333333,1536
90.5328,36.2988,4834,0.196,728.195,1814,-8.133333333333333,1967
87.0532,36.3139,5419,0.0299,-9999,1406,-12.183333333333334,1163
83.4979,36.3248,5227,0.0439,-9999,1408,-9.133333333333333,629
90.3241,36.3338,4928,0.1988,-9999,1720,-9.05,1929
83.7658,36.3489,5014,0.0469,-9999,1467,-8.45,671
89.6126,36.363,4849,0.1177,-9999,1818,-7.416666666666667,1558
89.0811,36.3659,5094,0.0583,-9999,1528,-9.841666666666669,1464
79.7926,36.3812,3460,0.3989,884.689,1532,5.008333333333334,191
82.7266,36.3986,3813,0.0362,-9999,1267,2.3833333333333333,294
90.489,36.4008,4801,0.1023,-9999,1591,-7.408333333333333,1796
76.9694,36.4113,4517,0.0732,-9999,1647,-5.033333333333333,505
76.3758,36.4123,5355,-0.0103,-9999,1823,-9.825,886
90.0143,36.4136,4803,0.1485,-9999,1549,-7.4833333333333325,1637
88.9206,36.4286,4930,0.1155,-9999,1428,-8.783333333333333,1239
77.0984,36.4323,4576,0.0725,-9999,1861,-3.375,416
86.0117,36.4324,4979,0.066,608.228,1207,-8,905
83.4734,36.4386,4593,0.0508,428.93,1359,-4.291666666666666,525
83.7257,36.4457,4744,0.0403,-9999,1520,-5.866666666666666,568
91.2829,36.451,5305,0.0838,-9999,1294,-9.641666666666667,2392
79.7356,36.4567,3476,0.1771,-9999,1300,7.8583333333333325,220
78.7369,36.4694,5296,0.0269,-9999,1346,-9.041666666666668,368
83.1239,36.4786,3629,0.0791,-9999,1387,0.8833333333333334,370
90.7997,36.484,4841,0.114,-9999,1707,-8.783333333333333,1903
87.6279,36.4907,5145,0.0866,-9999,1273,-9.166666666666668,935
85.8091,36.5015,4977,0.083,-9999,1289,-7.808333333333333,890
78.6203,36.5222,4416,0.1752,-9999,1685,-3.225,324
76.0202,36.5247,4861,0.0901,-9999,1894,-6.358333333333333,872
83.7324,36.5398,3607,0.0631,-9999,1289,0.09166666666666666,408
88.5204,36.5454,5262,-0.0401,-9999,1610,-11.033333333333331,1108
83.8159,36.551,4576,0.0684,-9999,1414,-5.2,599
77.2882,36.5627,5728,-0.036,-9999,1582,-12.775,914
77.8751,36.5659,5625,-0.0439,-9999,1787,-12.033333333333331,912
89.8879,36.572,5024,0.1462,-9999,1861,-7.691666666666667,1489
89.0239,36.5791,4804,0.1102,-9999,1516,-7.241666666666667,1075
80.0791,36.5837,3230,0.2503,900.414,1440,4.566666666666666,242
90.2758,36.5949,4736,0.2245,661.366,1791,-7.066666666666667,1590
87.7708,36.5962,4852,0.1119,-9999,1454,-7.325,792
79.7141,36.6003,-9999,0.1217,-9999,1321,8.608333333333333,225
77.3929,36.6076,5326,-0.0392,-9999,1574,-12.15,873
87.5919,36.6866,5078,0.0013,-9999,1748,-11.483333333333333,882
78.4487,36.6931,5103,-0.0225,-9999,1681,-11.283333333333331,673
78.1433,36.6945,5062,0.0354,-9999,1892,-8.2,700
84.8709,36.7031,4647,0.0782,-9999,1575,-4.366666666666666,719
87.502,36.719,5010,0.1154,688.295,1687,-8.708333333333332,750
77.9793,36.7231,4502,0.0741,-9999,1848,-6.8916666666666675,586
91.2295,36.7343,4572,0.2286,571.589,1763,-5.741666666666666,1491
78.4472,36.756,4055,0.3168,-9999,2030,-2.216666666666667,351
78.4622,36.7741,3870,0.3694,749.788,1859,-1.1416666666666666,342
84.3863,36.7792,4279,0.0932,513.353,1537,-2.7583333333333333,637
89.0987,36.7815,4764,0.1207,-9999,1761,-7.425,980
77.5503,36.7856,4713,0.0426,-9999,1858,1.0916666666666666,337
86.9155,36.8028,5133,0.0855,-9999,1392,-10.791666666666668,791
89.7874,36.8203,4492,0.2459,617.521,1700,-4.45,1060
91.2323,36.8238,3980,0.1184,-9999,1548,-1.5333333333333334,979
86.7977,36.8322,5106,0.0894,-9999,1445,-10.216666666666669,771
88.4482,36.8343,4858,0.0963,-9999,1753,-7.841666666666667,716
89.6144,36.845,4310,0.1396,549.857,1756,-3.4666666666666663,935
77.8193,36.8712,4013,0.2439,729.065,1819,0.95,372
76.8399,36.8812,3275,0.2937,-9999,1805,5.9,303
76.935,36.8855,3776,0.2796,797.521,1854,0.675,413
87.4962,36.9235,4476,0.0734,-9999,1556,-4.708333333333334,525
88.672,36.9344,4585,0.0849,-9999,1601,-5.441666666666666,574
75.2302,36.9871,5097,-2e-4,658.595,1679,-10.158333333333331,1359
85.5192,36.9951,4377,0.0572,-9999,1538,-4.133333333333334,630
89.9984,36.9961,4104,0.1164,557.836,1460,-2.1083333333333334,831
77.5393,36.9973,3923,0.2586,-9999,2096,-0.5083333333333333,423
86.5303,37.0276,4764,0.0834,-9999,1451,-7.1416666666666675,636
90.7457,37.03,4176,0.1198,603.142,1599,-2.825,1100
90.8087,37.0348,4187,0.1173,628.326,1678,-3.025,1080
84.4973,37.0458,2948,0.0994,484.058,1368,5.466666666666667,415
89.5045,37.0523,4227,0.1165,540.129,1709,-3.058333333333333,934
88.1941,37.1046,4265,-0.064,424.685,1990,-3.4333333333333336,447
89.9023,37.1268,4269,0.1062,580.044,1543,-3.2416666666666663,775
90.241,37.1421,3958,0.0734,502.674,1711,-1.4416666666666669,758
87.0938,37.1443,4259,0.0669,-9999,1410,-2.433333333333333,375
75.7889,37.1625,5236,0.0019,-9999,1669,-9.291666666666668,1305
91.1529,37.1815,4946,0.1,-9999,1563,-8.95,1535
85.3592,37.2193,3645,0.4146,699.217,1545,1.1083333333333334,513
89.67,37.2283,4258,0.0876,-9999,1562,-3.5333333333333337,733
86.8666,37.2308,4686,0.0557,-9999,1524,-5.325,492
90.88,37.2737,4764,0.0443,-9999,1568,-8.55,1406
90.4837,37.2858,4011,0.0764,535.551,1628,-1.8,772
75.7232,37.3113,3605,0.1153,-9999,2000,1.9833333333333332,634
90.839,37.3223,4440,0.1444,-9999,1938,-5.758333333333334,1121
88.067,37.3362,4721,0.0763,-9999,1684,-6.9,456
87.6648,37.3673,5769,-0.0095,-9999,1672,-15.133333333333336,606
76.3238,37.388,3847,0.1958,-9999,1954,0.29166666666666663,532
90.0869,37.4248,3890,0.0452,542.029,1704,-1.2333333333333334,519
91.3189,37.4286,4758,0.0994,-9999,1775,-7.725,1355
76.1532,37.4314,3931,0.2344,-9999,1745,2.95,507
90.6043,37.5097,4274,0.1094,572.987,1825,-4,818
88.9876,37.5554,3997,0.0731,-9999,1538,-1.9,449
87.6299,37.5642,3958,0.0891,465.732,1735,-2.033333333333333,295
87.6594,37.5808,3821,0.0851,356.841,1350,-1.3666666666666667,293
87.4095,37.611,3732,0.1221,485.707,1587,-0.4083333333333333,262
75.9581,37.6284,3815,0.4492,856.066,2429,-1.275,777
86.9235,37.6642,3178,0.066,-9999,1386,3.066666666666667,486
76.2647,37.6749,3711,0.1084,-9999,1816,5.066666666666666,470
75.3297,37.6933,3156,0.2053,-9999,1696,5.591666666666667,624
89.0882,37.6943,4362,0.0607,-9999,1631,-3.4666666666666663,388
75.2177,37.6981,3726,0.0876,-9999,2052,0.4333333333333333,854
86.4384,37.7234,3979,0.097,-9999,1703,-2.658333333333333,1094
75.0813,37.7296,4306,0.0955,-9999,1884,-4.691666666666666,1042
86.2422,37.7819,2591,0.0785,620.965,1390,6.35,574
90.3385,37.8401,4923,0.0251,-9999,1620,-8.958333333333332,975
89.1185,37.8946,4317,0.0749,-9999,1536,-3.9083333333333337,314
88.0443,37.8985,4366,0.0905,-9999,1407,-5.05,338
89.5513,37.9076,3790,0.0891,-9999,1820,-0.9,260
88.145,37.9164,4348,0.0757,-9999,1439,-4.775,333
89.9742,37.9683,3439,0.0583,-9999,1519,0.6416666666666667,361
75.3177,38.0015,4526,0.0961,-9999,1865,-6.033333333333333,1406
89.491,38.0326,3413,0.1004,-9999,1434,1.1833333333333331,206
88.6276,38.0635,4060,0.0585,-9999,1363,-2.708333333333333,286
90.2887,38.07,3082,0.0338,-9999,1422,2.4833333333333334,504
90.9519,38.1713,3211,0.0521,-9999,1396,1.9583333333333333,313
88.5178,38.2569,3694,0.1241,752.318,1517,-0.775,254
75.1677,38.2899,5440,-0.0396,-9999,1767,-14.066666666666666,2347
89.1093,38.3028,4030,0.1318,-9999,1609,-4.9,383
89.351,38.3215,4093,0.0805,-9999,1517,-3.4916666666666663,415
75.718,38.3382,3513,0.1885,641.92,2326,0.9166666666666666,762
88.2649,38.3572,3083,0.0595,-9999,1619,2.808333333333333,213
87.8226,38.3951,2209,0.0573,-9999,1267,7.625,171
90.8219,38.3954,3316,0.0514,-9999,1535,1.1166666666666667,389
88.7719,38.4552,3459,0.0808,779.239,1634,0.5916666666666667,251
75.7271,38.4663,3107,0.1147,636.352,2155,4.808333333333334,769
75.0032,38.5261,3929,0.0885,631.418,1875,0.15833333333333333,1193
88.8601,38.6852,3239,0.0667,-9999,1396,1.7,374
89.8554,38.695,3298,0.05,-9999,1552,1.1333333333333333,351
90.2254,38.7226,3046,0.0538,-9999,1266,1.975,656
89.3317,38.7383,3574,0.126,638.394,1605,-1.025,966
91.2817,38.7408,3368,0.043,-9999,1538,0.8,330
90.6894,38.8264,3265,0.0444,-9999,1602,0.3416666666666667,641
90.4312,38.8361,3284,0.0561,-9999,1321,0.4333333333333333,735
90.9025,38.9076,3667,0.0498,-9999,1519,-1.925,675
88.9676,38.9133,2646,0.0746,-9999,1432,4.1,363
90.564,39.0098,3306,0.0649,509.224,1649,-0.025,734
91.1592,39.1194,2861,0.1214,697.274,1593,2.4,301
74.2551,39.2257,4238,0.0436,-9999,2141,-2.5166666666666666,1831
74.5097,39.3025,4009,0.0668,-9999,2432,-3.3416666666666663,1949
74.4088,39.3964,3792,0.132,592.281,2012,-1.4416666666666669,1822
85.5686,28.8251,4580,-0.0658,-9999,2826,0.9166666666666666,3691
85.4737,30.8796,4612,0,-9999,2503,0.25,1683
83.4512,31.291,4760,0,-9999,2619,-1.75,1246
89.0164,31.7586,4539,-0.0049,-9999,2765,0.4916666666666667,4357
91.1553,33.2687,5743,-0.0458,-9999,2428,-15.241666666666664,4489
81.4821,35.353,5901,-0.0619,-9999,2564,-17.783333333333335,404
80.6427,35.3934,6161,-0.0326,-9999,2129,-19.458333333333336,544
81.327,35.4061,5871,-0.0647,-9999,2343,-17.475,481
88.5112,37.0839,4251,0.0011,-9999,2276,-4.1,424
92.4176,27.5237,2360,0.0673,-9999,3002,12.216666666666669,11517
92.549,27.7032,2986,0.0239,-9999,3090,8.9,8316
92.4657,27.7533,5317,0.0115,-9999,2809,-6.6,4517
91.9046,27.8332,4649,0.0241,-9999,2993,-1.55,4460
92.5613,27.8411,4595,0.0154,-9999,2777,-10.708333333333332,4644
91.7509,27.8872,3587,0.3339,1954.82,2912,5.883333333333334,6115
92.3779,28.0467,4454,0.1794,709.469,2716,3.2166666666666663,3474
92.2418,28.0885,5298,0.162,789.881,2170,-4.883333333333334,3789
92.464,28.1585,4395,0.3732,692.691,2360,3.9083333333333337,3251
92.4711,28.177,4429,0.313,662.903,2824,0.08333333333333334,3434
92.1061,28.3208,5424,0.0778,712.564,2165,-5.808333333333334,3521
92.0967,28.3585,4924,0.1896,620.797,2635,-1.3916666666666666,3241
92.0369,28.3993,5052,0.1439,579.933,2448,-1.2916666666666663,3220
92.2566,28.4372,4004,0.343,633.587,2524,5.625,2801
91.4879,28.4809,5216,0.256,931.02,2773,-2.5,3210
92.0066,28.7108,4766,0.2169,866.067,2900,0.04166666666666667,3068
92.2644,28.762,4733,0.2481,997.604,2773,-0.825,3169
91.7281,28.7928,4882,0.3218,843.86,2857,-0.6,3125
