x,y,elev,ndvi,bio,sm,tem,pre
91.9661,28.8462,5520,0.0284,647.359,2719,-6.7,3452
92.4961,28.8816,4995,0.3475,1266.81,2955,-1.6,3333
91.4418,29.1476,3953,0.2626,964.915,2484,5.733333333333333,3509
92.2776,29.18,5205,0.3161,939.122,2804,-4.258333333333334,3591
91.5937,29.2509,3609,0.2302,832.546,2426,7.15,3590
92.4764,30.3001,4991,0.3055,1090.52,2780,-6.258333333333334,5118
92.3489,30.6991,5015,0.4921,1200.69,2792,-2.775,5266
92.2981,30.7256,5112,0.2971,-9999,2834,-4.758333333333334,5304
92.4007,30.8858,5479,0.5264,-9999,2411,-7.841666666666667,5575
92.0548,30.9786,4966,0.6468,1242.84,2994,-3.75,5053
92.5205,31.0311,5328,0.3928,1218.2,2726,-6.208333333333334,5743
91.9711,31.1774,4739,0.6253,1550.86,2940,-1.8416666666666668,4779
92.419,31.2098,4775,0.5756,1196.4,2707,-3,5441
92.1087,31.4331,4575,0.5221,1356.96,2683,-0.425,4710
91.6384,31.8189,4760,0.3917,1040.62,2574,-2.15,4652
91.4996,31.824,4635,0.4923,1094.3,2779,-0.8916666666666666,4594
91.9722,31.8473,5108,0.3088,1306.57,2867,-5.666666666666666,5185
91.8855,31.9154,4936,0.5656,1336.87,2843,-3.8083333333333336,4870
91.6701,32.2665,4709,0.4496,944.643,2625,-1.8083333333333331,4591
92.0528,32.4357,4843,0.4046,970.576,2885,-4.008333333333334,4958
91.5437,32.4786,4946,0.3323,983.451,2669,-4.366666666666666,4768
91.8168,32.5919,5109,0.2468,838.363,2716,-6.366666666666666,4894
91.5539,32.6074,4933,0.328,923.449,2608,-4.725,4756
91.7491,32.6882,4945,0.2157,945.571,2833,-4.758333333333334,4688
92.5846,32.7724,5582,-0.0612,1193.95,2232,-10.241666666666667,5794
91.724,32.7806,5012,0.2071,895.165,2441,-5.2,4703
91.7028,32.811,5168,0.1551,905.041,2591,-6.5,4783
92.0368,32.8181,5609,0.1069,967.096,2471,-9.3,5279
92.2503,32.9148,5389,0.262,1032.5,2576,-8.516666666666667,5288
92.1224,32.9864,5225,0.3423,1219.14,2874,-7.8916666666666675,5087
92.634,33.1247,4899,0.293,918.936,2541,-4.941666666666666,4933
92.4784,33.1595,4960,0.285,947.352,2745,-5.316666666666666,4947
91.9023,33.259,4819,0.1749,-9999,2492,-4.225,4154
91.6287,33.2715,5367,0.0505,-9999,2294,-8.766666666666667,4375
91.7846,33.2735,5005,0.2315,-9999,2507,-6.183333333333334,4184
92.6108,33.4156,4961,0.398,-9999,2725,-4.925,4620
92.0524,33.9369,4786,0.2446,714.994,2142,-4.383333333333334,3832
92.0438,34.0978,4634,0.2081,516.013,2508,-3.4333333333333336,3496
91.4255,34.2321,4797,0.3774,645.227,2843,-4.608333333333333,3576
92.3018,34.3135,4840,0.3387,-9999,2565,-4.791666666666666,3612
91.7798,34.3689,4771,0.2665,685.207,2366,-4.333333333333334,3569
91.3487,34.3988,5007,0.2651,780.869,2151,-5.583333333333334,3603
92.4735,34.4274,4746,-0.0212,-9999,2151,-4.55,3458
92.585,34.4295,4732,0.2252,-9999,2012,-4.125,3368
91.4904,34.4954,4803,0.1661,538.715,2181,-4.708333333333334,3433
91.9661,34.5649,4850,0.2496,698.43,2008,-5.275,3647
91.6982,34.596,4918,0.2404,559.915,2101,-5.541666666666666,3448
91.5878,34.8255,4934,0.1473,602.821,2328,-6.416666666666667,3314
91.9383,34.8507,4879,0.1858,603.586,2310,-6.216666666666667,3232
92.5272,34.9131,4944,0.3447,710.235,2425,-6.6083333333333325,3269
91.8237,34.9651,4865,0.1354,-9999,2094,-6.025,2948
91.7313,35.0017,4769,0.1054,-9999,2385,-5.3,2775
91.528,35.1739,4814,0.1344,577.513,2041,-5.516666666666667,2708
91.7364,35.2188,4758,0.1525,541.019,2210,-5.291666666666666,2383
91.4918,35.3079,5166,0.147,-9999,1651,-8.866666666666667,3133
92.5333,35.3444,4744,0.2343,555.261,1822,-5.625,2881
92.2076,35.3585,4983,0.1924,689.548,2369,-7.691666666666667,2774
92.6363,35.3719,4720,0.2121,519.7,1907,-5.325,2973
92.322,35.4379,5068,0.10780000000000001,622.819,2215,-7.9833333333333325,2973
92.0645,35.4474,4953,0.234,888.222,2379,-7.841666666666667,2858
92.4929,35.5016,4728,0.2676,-9999,2629,-6.033333333333333,2792
92.3246,35.5091,4695,0.2017,-9999,2590,-5.708333333333334,2574
91.8542,35.6292,4831,0.1814,-9999,2068,-6.675,2679
92.1252,35.7207,4946,0.1711,631.104,2237,-7.416666666666667,2974
91.5237,35.9563,4703,0.1884,677.086,2399,-6.675,2415
91.8764,35.9686,4815,0.1419,-9999,1816,-5.758333333333334,2610
92.3279,36.1162,4075,0.1184,578.405,2180,-2.8583333333333334,1986
91.4566,36.1812,4935,0.0861,-9999,1838,-8.566666666666666,2459
91.8509,36.2256,5211,0.0697,-9999,1781,-9.883333333333333,2698
91.382,36.2257,4962,0.1379,-9999,1333,-8.983333333333333,2485
92.023,36.2401,5216,-0.039,-9999,1909,-12.016666666666667,3032
91.6721,36.4836,4741,0.2104,-9999,2127,-6.45,2083
91.4062,36.6031,4776,0.2234,647.672,1753,-7.441666666666667,1972
91.472,36.6877,4190,0.2228,553.386,1614,-2.6416666666666666,1308
92.1223,36.7012,3678,0.0988,716.833,1508,0.425,964
91.9714,36.7138,3743,0.0895,714.465,1437,0.05,994
92.143,37.1618,3373,0.0545,559.339,1434,1.6,560
91.3857,37.1715,4895,-0.0178,-9999,2158,-8.175,1673
91.4899,37.4109,4602,0.1306,-9999,1708,-5.7,1169
92.2652,37.4506,2993,0.0402,586.409,1562,3.075,336
92.4091,37.6246,2821,0.0557,-9999,1410,3.6916666666666664,250
92.1647,37.636,3025,0.0553,-9999,1308,3.033333333333333,312
92.4286,37.8005,2773,0.0312,-9999,1269,3.8,230
91.879,37.9322,2833,0.0435,-9999,1437,3.5666666666666664,255
92.5079,37.9715,2738,0.0575,-9999,1270,3.725,214
92.6448,38.0292,2717,0.0708,-9999,1330,3.8,162
92.1639,38.5429,2750,0.0467,-9999,1395,3.45,167
92.5672,38.5813,2699,0.0408,-9999,1116,3.3833333333333337,155
91.6832,38.5961,2737,0.0388,-9999,1358,3.5416666666666665,237
91.6331,38.8183,3040,0.0479,-9999,1507,1.725,287
91.6119,38.8836,3053,0.0708,-9999,1259,1.175,305
91.971,38.896,3555,0.0375,-9999,1314,-1.4833333333333334,386
92.5416,38.8995,3350,0.0541,-9999,1490,-0.2,272
91.5331,38.9581,3423,0.0607,-9999,1373,-0.6083333333333333,400
91.88,39.0377,3591,0.0488,-9999,1560,-1.2916666666666663,407
93.1673,28.0116,2702,0.0204,-9999,2850,11.833333333333332,8785
93.5922,28.2743,2929,0.0439,-9999,3074,8.033333333333333,7240
93.0561,28.6256,3829,0.0449,-9999,2805,2.375,3704
93.7891,28.6711,3770,0.0391,-9999,2963,2.333333333333333,5334
93.3011,28.782,4374,0.0609,-9999,2859,-0.8,3946
94.1436,28.885,3581,0.0312,-9999,2999,4.941666666666666,6286
93.9371,28.9982,4840,0.0196,-9999,2618,-3.6333333333333337,5163
93.2377,29.1799,5126,0.0452,939.538,2362,-5.7,4660
93.54,29.3491,4855,0.2385,1513.74,2697,-2.025,4979
93.292,29.4196,4856,0.1615,1061.14,2684,-3.375,4822
92.6593,29.5619,5354,0.0884,-9999,2689,-5.733333333333333,4395
93.1407,29.9619,3832,0.703,-9999,3008,4.891666666666667,5043
94.2465,30.1357,5443,-0.0666,-9999,2533,-12.691666666666666,6633
93.8193,30.3599,4835,0.5465,-9999,2446,-4,6711
93.4489,30.3675,5714,-0.0183,-9999,2357,-11.233333333333333,6484
94.3698,30.3731,3595,0.5395,-9999,2884,2.25,6442
94.6575,30.4644,5013,-0.0249,-9999,2722,-7.125,6807
94.1613,30.4866,5135,0.0172,-9999,2771,-6.675,6957
94.6011,30.4906,4557,-0.0078,-9999,2438,-6.675,6847
93.6551,30.6042,4490,0.6689,-9999,2829,-0.025,6834
92.9878,30.6303,5271,0.2208,1252.67,2367,-6.166666666666666,6298
93.4578,30.6341,5237,0.1029,-9999,2429,-5.616666666666666,6920
94.2471,30.6634,4841,0.2449,-9999,2361,-6.025,6858
94.5169,30.7805,5194,0.018,-9999,2509,-7.791666666666667,6979
92.9397,30.8207,5281,0.3086,-9999,2799,-6.791666666666667,6316
92.9743,30.911,5369,0.0873,-9999,2359,-7.2333333333333325,6361
94.4435,30.9209,5247,0.2855,1396.03,2393,-9.216666666666669,7052
94.1576,31.1681,4330,0.7094,2204.86,2873,-0.2833333333333333,6880
94.1729,31.2299,4345,0.7045,-9999,2621,1.3083333333333331,6675
94.3959,31.2453,4365,0.7461,-9999,2937,1.9,6586
92.854,31.2782,5357,0.191,-9999,2604,-7.55,6306
93.2312,31.2828,5113,0.2795,1451.48,2983,-6.266666666666667,6864
93.6018,31.2859,5558,0.1441,-9999,2171,-9.358333333333333,7078
93.9993,31.2926,4506,0.7582,1691.55,2915,-3.033333333333333,7169
93.1879,31.3254,5019,0.0843,1366.28,2527,-4.758333333333334,6763
92.9472,31.3968,4588,0.691,1724.29,2885,-1.425,6086
93.2849,31.5214,4273,0.6108,1806.46,2839,1.25,6186
94.3793,31.5721,4863,0.358,1362.31,2859,-4.116666666666666,7019
93.6843,31.6839,4765,0.6151,1751.59,2904,-3.4166666666666665,6797
93.2845,31.7349,5215,-0.0531,1302.72,2334,-7.866666666666667,6781
94.2456,31.8088,5182,0.30620000000000003,-9999,2767,-5.025,7047
92.6812,31.8211,4415,0.4139,1163.8,2682,0.2,5242
93.2102,31.8351,4894,0.4375,1277.19,2783,-3.8833333333333337,6379
94.3549,31.8428,4397,0.6949,1725.6,2934,-1.5583333333333331,6503
92.6574,31.8568,4603,0.3976,1288.94,2615,-0.8833333333333334,5345
93.8592,31.8606,4278,0.599,1847.05,2768,0.8,6264
92.8467,31.8698,4501,0.2754,1166.94,2531,0.20833333333333337,5461
93.7594,31.9613,4169,0.6192,1649.63,2753,2.925,5987
93.9367,32.2225,4928,0.5063,1335.92,2966,-4.866666666666666,6719
93.7858,32.2825,4428,0.6832,1729.72,2832,-1.0166666666666666,6147
93.87,32.3057,4786,0.49370000000000003,1310.38,2846,-4.125,6537
94.1406,32.6776,4899,0.4885,1165.54,2578,-5.116666666666666,6132
93.4413,32.7609,4789,0.382,1228.58,2563,-3.9916666666666663,5609
94.1747,32.7956,4872,0.4603,1125.48,2421,-4.683333333333334,5973
92.9589,32.8122,5185,0.4048,1153.38,2583,-8.191666666666666,5636
94.0801,32.8149,4805,0.3993,1151.37,2559,-4.166666666666666,5827
94.3172,32.8549,4809,0.6168,1662.42,2783,-4.633333333333334,5922
93.9985,32.9057,4735,0.4414,1249.15,2731,-3.7666666666666666,5613
93.4643,32.9399,4748,0.4055,1174.35,2644,-3.7833333333333337,5371
94.5399,32.9668,5144,0.2144,1143.2,2382,-6.816666666666667,6302
93.6378,33.0637,4769,0.2853,1111.15,2613,-3.9416666666666664,5238
94.0961,33.1728,4635,0.4355,1251.17,2606,-3.2083333333333335,5232
94.1981,33.3033,4877,0.3441,1157.91,2458,-5.8,5453
92.9956,33.3365,4749,0.3289,957.542,2730,-3.8416666666666663,4675
94.0644,33.3517,4927,0.3002,1200.23,2419,-6.083333333333334,5398
94.6892,33.7463,5100,0.2175,1253.35,2191,-9.075,5363
93.4464,33.8662,4600,0.4268,896.81,2624,-3.1,4184
94.4561,33.9522,4917,0.3409,-9999,2583,-7.1083333333333325,4956
93.7522,34.0579,4680,0.4929,901.18,2645,-3.325,4179
93.1206,34.1233,4594,0.1883,-9999,2416,-2.691666666666667,3790
93.5142,34.2263,4420,0.0925,661.578,2306,-1.8416666666666668,3591
94.1,34.2705,4538,0.4916,786.637,2597,-3.7833333333333337,3986
94.2153,34.2872,5046,0.2769,-9999,2397,-7.416666666666667,4818
94.0149,34.3275,4502,0.5207,852.155,2647,-3.275,3815
93.5696,34.4374,5075,0.2636,-9999,2216,-6.9,4303
94.5698,34.456,4606,0.5522,1135.45,2658,-4.333333333333334,3937
93.3479,34.5092,4958,0.3662,1025.95,2479,-5.641666666666667,3748
93.4528,34.5182,4905,0.4235,738.482,2456,-4.966666666666667,3670
94.7709,34.5647,4624,0.4708,1120.98,2555,-5.566666666666666,4113
93.8096,34.5809,4433,0.3119,733.198,2336,-2.7416666666666667,3426
94.7725,34.6062,4431,0.5853,1229.72,2610,-3.6583333333333337,3565
93.1617,34.6195,4899,0.2373,-9999,2010,-6.041666666666666,3417
94.3726,34.6212,4738,0.3325,698.727,2360,-3.8166666666666664,3432
93.464,34.6853,4475,0.3305,683.764,2582,-3.166666666666667,3083
92.9579,34.9837,4611,0.1965,-9999,2401,-4.025,2955
94.7053,35.0238,4440,0.2296,826.964,2482,-2.5166666666666666,2824
93.3211,35.0649,4854,0.334,617.243,2476,-5.625,3406
92.9052,35.3465,4864,0.1725,497.797,2018,-6.358333333333333,3394
93.8271,35.3984,4527,0.1897,534.808,2592,-3.9166666666666665,2350
94.2187,35.4312,4765,0.1473,-9999,2359,-5.108333333333333,2775
94.6735,35.5283,4780,0.1196,-9999,2557,-6.741666666666667,2829
94.0771,35.62,4736,0.1398,615.821,2373,-6.3,2635
94.2197,35.6651,5388,-0.047,-9999,1993,-13.141666666666666,3902
94.5425,35.7603,4478,0.2721,-9999,2296,-2.825,1988
92.8112,35.818,4475,-0.0125,-9999,2088,-4.341666666666667,2360
94.0011,35.8359,4012,0.3443,682.848,2087,-0.7083333333333333,1470
94.5627,35.8652,3692,0.1866,-9999,2076,-0.4416666666666667,1308
93.0858,35.9053,5031,0.0199,697.663,2058,-10.025,3166
94.692,36.139,3297,0.0718,447.476,1409,2.8583333333333334,714
93.1697,36.3202,4833,0.1092,-9999,2010,-6.316666666666666,2489
94.1497,36.3447,2946,0.0648,-9999,1379,4.058333333333334,440
93.986,36.3538,3138,0.082,444.025,1308,3.45,512
94.4654,36.3952,2807,0.2032,801.591,1153,5.075,372
93.6368,36.3963,3324,0.0667,426.226,1356,2.2416666666666667,711
94.5764,36.4145,2800,0.1376,583.281,1348,5.016666666666667,369
93.2628,36.4657,3532,0.0733,-9999,1494,0.4833333333333333,963
93.9077,36.6151,2789,0.0663,503.356,1434,4.391666666666667,349
93.832,36.6393,2792,0.063,413.061,1506,4.316666666666666,357
94.685,36.688,2707,0.1133,535.507,1632,5.008333333333334,334
94.1293,36.7481,2724,0.0601,-9999,1553,4.583333333333334,301
93.1869,36.7501,3122,0.062,-9999,1272,2.441666666666667,492
94.7868,36.8067,2692,0.0311,-9999,2082,5.733333333333333,316
93.6296,36.8394,2761,0.1361,531.243,1263,4.375,287
93.5659,36.9579,2753,0.0643,-9999,1597,4.375,267
92.8768,36.9695,2974,0.0448,-9999,1447,3.2,409
94.2891,37.044,2679,0.05,-9999,2008,4.291666666666666,292
93.5189,37.1489,2744,0.1055,789.389,1531,4.033333333333333,278
93.6154,37.2003,2723,0.0521,435.454,1622,4.325,231
94.3949,37.2034,2684,0.0187,-9999,1786,5.2,228
94.3565,37.2768,2723,0.0535,-9999,1252,4.591666666666667,262
94.4708,37.2784,2702,0.0593,-9999,1404,4.841666666666667,281
94.2744,37.2932,2727,0.0486,-9999,1288,4.475,252
92.7709,37.3299,2802,0.044,538.588,1353,3.775,285
93.0807,37.4085,2747,0.055,-9999,1620,4.183333333333334,210
93.6352,37.5052,2693,0.067,848.241,1337,4.183333333333334,194
92.6698,37.512,2756,0.0785,-9999,1408,3.9583333333333335,222
93.0497,37.5881,2778,0.0511,-9999,1216,3.75,190
94.2225,37.6513,2717,0.0502,-9999,1376,4.508333333333334,199
93.692,37.7134,2835,0.0605,-9999,1382,3.875,162
94.2281,37.7936,2781,0.0575,-9999,1269,4.175,217
93.4144,37.8091,2708,0.0474,-9999,1501,4.016666666666667,158
92.972,37.8154,2709,0.0469,-9999,1360,3.9833333333333334,166
93.7536,37.8441,2720,0.0465,-9999,1331,4.025,148
94.6918,37.8618,2887,0.0552,-9999,1401,3.275,335
93.8608,37.8741,2664,0.0458,-9999,1245,4.333333333333334,144
93.8626,38.1474,2796,0.0418,-9999,1251,3.5416666666666665,156
93.4599,38.1601,2714,0.0441,-9999,1279,3.8333333333333335,96
93.8848,38.289,2737,0.0326,-9999,1220,3.75,164
93.7272,38.3404,2749,0.034,-9999,1413,3.5416666666666665,134
92.8193,38.5488,2774,0.0446,-9999,1077,3.2166666666666663,127
93.4201,38.5633,2775,0.0202,-9999,1532,3.166666666666667,167
94.0904,38.5668,3422,0.0806,-9999,1676,0.11666666666666668,522
94.4764,38.6382,2985,0.0553,-9999,1376,2.0083333333333333,391
93.097,38.6419,2741,0.0389,-9999,1467,2.833333333333333,258
92.665,38.7248,2741,0.0458,-9999,1461,3.4,119
93.2443,38.7317,2747,0.0447,-9999,1403,3.1166666666666667,204
92.9649,38.7556,2732,0.0425,-9999,1497,2.933333333333333,222
94.2688,38.79,2855,0.1256,1171.64,1661,1.9166666666666667,425
93.8163,38.7992,3104,0.0566,-9999,1500,0.01666666666666666,409
94.6657,38.8617,3062,0.0579,-9999,1205,1.6166666666666667,327
94.6998,39.0631,3270,0.0635,-9999,1401,0.5583333333333333,371
94.0382,39.2135,3523,0.0591,-9999,1495,-2.1083333333333334,725
94.7798,39.3372,3678,0.0879,665.884,1388,-3.9333333333333336,460
93.5321,39.4441,3246,0.149,986.687,1549,-0.30833333333333335,486
97.1586,28.0524,4031,0.2577,-9999,2827,1.2,8889
97.0415,28.2586,1990,0.0754,-9999,2828,16.45,21597
96.8029,28.3003,-9999,0.1704,-9999,2962,1.4083333333333334,8931
97.2386,28.3357,3916,0.0424,2232.89,2882,2.033333333333333,8546
96.5555,28.4638,3116,0.0316,-9999,2993,11.25,14411
96.1545,28.5243,-9999,0.031,-9999,3028,4.108333333333333,9405
98.2305,28.5271,3744,0.2542,-9999,3029,4.491666666666666,6885
95.9957,28.6661,-9999,0.2329,-9999,2836,17.308333333333334,19282
95.6246,28.8521,-9999,0.3827,-9999,2923,11.541666666666668,11621
95.5754,28.8627,-9999,0.2289,-9999,3058,11.633333333333333,11504
97.0397,28.8879,4547,0.0365,2233.82,2755,-1.45,7038
95.5776,29.0164,3674,0.0489,-9999,3248,4.516666666666667,8349
94.9576,29.0247,-9999,0.0604,-9999,2848,15.233333333333334,12619
95.8929,29.0428,3654,0.0444,-9999,3056,5.658333333333333,8431
96.0707,29.0651,3802,0.0262,-9999,2997,1.4083333333333334,7697
95.237,29.0685,3649,0.0288,-9999,2653,2.65,7168
96.6206,29.156,4569,0.0027,-9999,2653,-3.6583333333333337,6995
96.8886,29.2238,5099,-0.0339,-9999,2707,-7.425,6423
96.3033,29.2773,2635,0.2729,-9999,2730,4.541666666666666,8407
94.8637,29.3461,3394,0.0219,-9999,2979,2.058333333333333,7077
97.287,29.4083,5021,0.0284,-9999,2719,-6.075,6211
95.0162,29.4801,4398,0.021,1290.63,2871,-0.8833333333333334,6583
96.9185,29.4903,4712,0.0335,1417.14,2680,-2.058333333333333,6393
95.9611,29.497,4909,0.032,-9999,2738,-2.55,6726
97.0146,29.5477,5388,0.0552,-9999,2410,-10.125,6123
97.1981,29.569,5363,0.0229,-9999,2809,-7.083333333333333,6087
95.7686,29.6134,3547,0.04,-9999,3107,1.8833333333333333,7444
96.7162,29.6442,4598,0.0832,-9999,2752,-2.5166666666666666,6205
97.6386,29.6483,4798,0.3721,1388.3,2798,-3.166666666666667,5629
96.8369,29.7073,4850,0.028,1352.43,2390,-6.866666666666667,6091
96.2232,29.7102,4485,0.063,-9999,2589,-0.075,6786
97.878,29.8643,4922,0.2131,-9999,2744,-2.933333333333333,5571
96.2275,30.0087,5163,0.0534,-9999,2697,-4.916666666666666,6339
95.5349,30.0869,3037,0.0959,-9999,2724,7.658333333333333,7569
97.7686,30.1349,5217,0.1223,-9999,2573,-6.341666666666667,5733
95.8699,30.1672,4489,0.1077,-9999,2612,-2.8833333333333333,6656
97.483,30.2328,4357,0.3634,1526.04,2507,1.6833333333333331,5330
94.8555,30.3122,3806,0.17,-9999,3009,0.95,6734
96.5367,30.3694,3762,0.234,1475.14,2436,4.075,5982
95.1385,30.5245,5086,-0.0191,-9999,2664,-8.183333333333334,6931
98.1776,30.5951,4183,0.5743,-9999,2878,2.958333333333333,5241
96.94,30.6211,4877,0.5572,2055.5,2848,-4.108333333333333,5787
95.6545,30.6335,5082,0.2915,1389.53,2540,-4.808333333333334,6362
96.9005,30.7158,4377,0.0862,1298.13,2811,1.0333333333333334,5550
97.3628,30.7829,3204,0.1775,1436.5,2597,7.875,5172
96.2938,30.796,4413,0.369,-9999,2577,-0.5166666666666667,6010
96.2713,30.8514,3912,0.5299,-9999,2427,4.141666666666667,5737
97.5766,30.8662,4289,0.3486,1733.67,2741,1.3583333333333334,5372
98.0853,30.9316,4571,0.6056,-9999,2889,-1,5609
95.9481,30.9418,3747,0.6156,1486.85,2369,7.041666666666667,5884
96.8413,31.123,4071,0.5975,1908.19,2871,2.7,5352
95.0676,31.1609,3661,0.9419,-9999,2861,5.566666666666666,6220
96.949,31.2145,3952,0.7463,-9999,2807,4.625,5149
97.8859,31.2188,4072,0.5677,1973.04,2920,2.45,5495
97.9802,31.2249,4155,0.2964,1991.99,2828,3.183333333333333,5442
97.3479,31.2688,4739,0.676,2112.79,2815,-2.625,5730
95.2375,31.3635,4972,0.1962,1473.16,2440,-5.033333333333333,7092
96.2635,31.6194,4574,0.4818,1525.73,2671,-3.9416666666666664,6388
95.2383,31.621,4847,0.6069,1338.94,2676,-3.925,6969
97.228,31.6362,4413,0.5844,1222.91,2615,-2.716666666666667,5908
97.1408,31.7175,4306,0.6776,2010.93,2717,1.0333333333333334,5612
95.3618,31.7185,4499,0.3074,1723.88,2590,-9.2,7256
95.4568,31.7488,4802,0.4243,-9999,2546,-5.908333333333333,6764
95.3707,31.7493,4929,0.5859,1581.25,2894,-6.7,7065
96.2836,31.818,4257,0.6324,1741.13,2842,2.65,5857
95.0948,31.8197,4140,0.8079,-9999,2930,-1.1916666666666669,6517
97.8553,31.8229,4419,0.5312,2023.42,2866,-0.65,5994
95.0054,31.8463,4812,0.4664,-9999,2454,-5.433333333333334,6904
96.2014,31.8943,4268,0.6062,2079.96,2897,0.475,5942
95.4314,32.0501,5155,0.3132,-9999,2562,-6.975,6766
96.899,32.0559,4503,0.6524,-9999,2854,0.04166666666666667,5734
96.8065,32.0704,4381,0.6648,2079.04,2881,0.8333333333333334,5693
95.3413,32.1134,4579,0.7252,1378.64,2919,-4.158333333333333,6491
95.9288,32.1499,4835,0.184,-9999,2484,-4.5,6456
97.7971,32.3596,4615,0.3063,-9999,2817,-4.35,6079
97.2561,32.3818,4290,0.7106,2108.06,2773,-1.3416666666666666,5935
97.0834,32.4162,4158,0.7507,1949.27,2794,0.35,5680
96.3888,32.4224,3814,0.6842,1619.41,2826,3.5416666666666665,5248
95.9862,32.425,4447,0.6326,1654.39,2914,-1.55,5915
97.0084,32.5393,4420,0.5574,1655.74,2800,-3.2416666666666663,6140
95.2044,32.5461,4711,0.5336,1323.15,2794,-3.3333333333333335,6086
95.7871,32.5632,4624,0.4695,1074.21,2775,-2.45,6047
96.6256,32.624,4564,0.5009,2051.08,2848,-3.1333333333333333,6016
95.4514,32.6969,5128,0.2547,-9999,2450,-7.166666666666667,6493
95.8418,32.7014,4395,0.5982,1271.77,2853,-0.5333333333333333,5634
97.6527,32.7691,4443,0.6636,1611.14,2817,-4.708333333333334,6161
96.4351,32.7787,4565,0.5826,1576.02,2862,-3.55,6112
97.7875,32.8371,4922,0.3921,1296.69,2854,-6.3,6345
97.3619,32.8673,4356,0.7014,1982.4,2723,-0.925,5895
95.3455,32.8674,4059,0.6409,1876.42,2860,-0.625,5556
95.2144,32.9148,4111,0.5358,1351.5,2844,0.8916666666666666,5285
96.5,32.9645,4781,0.4111,1161.62,2731,-4.616666666666666,6093
95.5735,32.9722,4312,0.5503,1682.84,2896,-1.0666666666666669,5428
95.458,32.9782,4913,0.2068,1113.7,2488,-5.125,6157
95.8466,33.0816,4678,0.3232,1103.59,2594,-4.941666666666666,6000
95.0458,33.0835,4641,0.5451,1347.05,2946,-2.683333333333333,5510
97.1088,33.1381,3618,0.4836,-9999,2827,1.475,5119
97.7976,33.1836,4349,0.6536,1804.59,2798,-1.5333333333333334,5684
95.8308,33.2525,4929,0.2967,-9999,2643,-8.275,6179
95.6411,33.2791,4912,0.3852,1123.53,2743,-6.683333333333333,5933
96.1732,33.4776,4598,0.6315,1274.54,2812,-4.233333333333333,5557
94.9668,33.5173,5294,0.1398,-9999,2308,-8.591666666666667,5734
96.0211,33.6634,4849,0.4426,-9999,2712,-5.308333333333334,5512
95.0743,33.7207,5044,0.0885,-9999,2562,-8.716666666666667,5466
95.6624,33.765,4475,0.6927,1556.21,2899,-2.675,4935
97.5885,33.8206,4628,0.3573,1123.47,2662,-5.183333333333334,5350
95.1157,33.8952,4778,0.3836,-9999,2718,-5.8,5028
95.7417,33.9243,4801,0.5405,1322.18,2859,-3.041666666666667,4786
96.2235,33.9353,4776,0.1985,1213.92,2773,-7.066666666666667,5343
95.133,34.0049,4858,0.5373,-9999,2770,-7.2,5110
95.5849,34.0064,4646,0.5689,1794.97,2762,-5.375,4931
95.851,34.0717,4524,0.5427,1381.99,2784,-2.2583333333333333,4474
97.2291,34.129,4524,0.5432,1206.98,2753,-5.008333333333334,4720
95.8884,34.1436,4419,0.4083,1061.39,2704,-2.825,4491
95.5977,34.194,4181,0.5387,1263.36,2688,-1.225,4101
96.8265,34.2063,4537,0.3459,1055.76,2744,-4.733333333333333,4678
95.9843,34.2273,4717,0.5254,-9999,2775,-6.358333333333333,4670
97.9587,34.348,4538,0.4773,1151.48,2741,-5.575,4422
97.4248,34.4316,4472,0.4977,1167.75,2758,-4.941666666666666,4203
95.2362,34.444,4332,0.5304,872.082,2622,-2.341666666666667,3745
97.2626,34.4544,4532,0.5224,1167.12,2689,-5.333333333333334,4224
95.0449,34.4654,4846,0.4446,-9999,2485,-6.091666666666667,4493
96.4828,34.5098,4663,0.3984,1164.41,2699,-6.2,4243
97.2331,34.525,4459,0.3594,1003.47,2531,-4.625,4013
94.9828,34.5291,4429,0.4866,1204.64,2740,-3.4166666666666665,3741
96.1189,34.5455,4647,0.3726,975.028,2734,-5.575,4086
96.4383,34.5548,4676,0.4506,1202.48,2741,-6.233333333333333,4158
96.5847,34.5694,4736,0.4452,955.371,2624,-6.716666666666667,4275
95.421,34.5939,4603,0.4825,1110.18,2719,-4.05,3918
98.1022,34.601,4225,0.3804,1131.79,2660,-2.8833333333333333,3779
96.2697,34.6262,4735,0.369,992.177,2701,-6.966666666666667,4146
97.3934,34.6428,4504,0.3948,956.154,2612,-5.683333333333334,4028
95.7501,34.6745,4877,0.4249,-9999,2624,-6.958333333333333,4131
95.4579,34.6771,4854,0.3478,1192.98,2263,-5.583333333333334,3943
97.8669,34.7601,4501,0.5269,915.255,2746,-4.341666666666667,3688
98.1152,34.7631,4214,0.3181,843.352,2524,-3.0166666666666666,3594
95.0373,34.8133,4545,0.4563,992.097,2642,-3.6916666666666664,3438
94.9267,34.9271,4389,0.1972,-9999,2511,-2.091666666666667,2941
97.5303,34.9374,4353,0.5577,882.485,2533,-4.208333333333334,3432
95.4919,34.9448,4671,0.2939,665.26,2424,-4.966666666666667,3369
97.3667,35.0062,4290,0.2901,869.531,2688,-3.6166666666666663,3293
95.7323,35.057,4630,0.4271,978.756,2708,-6.283333333333333,3358
97.951,35.0852,4254,0.2985,714.899,2498,-3.65,3328
98.2303,35.1983,4590,0.3113,899.726,2484,-5.825,3757
96.6972,35.2164,4464,0.3033,814.022,2297,-4.55,3019
