x,y,elev,slope,aspect,ndvi,bio,sm,tem,pre,lst
90.5304,32.4358,4912,3.12925,210.2,0.2798,804.693,2503,-3.5,4599,0
91.312,32.4469,4923,2.63623,55.6197,0.2506,964.458,2585,-4.1,4752,0
89.2158,32.4469,4681,0.331155,248.429,0.1204,916.474,2483,-1.0916666666666666,4066,0
84.2311,32.4697,4545,0.446108,264.472,0.1038,530.748,2020,0.2833333333333333,741,0
86.1414,32.4734,5008,0.369653,125.538,0.1317,606.711,2099,-2.35,1323,0
89.2655,32.4837,4720,0.861399,222.979,0.118,906.648,2210,-0.4416666666666667,4042,0
80.6396,32.4853,5203,16.4632,298.885,0.1959,656.687,2342,-6.4,281,0
90.8681,32.513,4785,3.20281,344.318,0.1935,834.397,2623,-2.416666666666667,4602,0
89.4816,32.5131,4928,2.11903,270.387,0.1691,829.583,2557,-2.4916666666666667,4059,0
87.8216,32.5205,5365,1.37521,261.617,0.1367,821.131,2303,-7.175,2713,0
82.3552,32.5682,4347,0.0452963,198.435,-0.1202,-9999,2783,1.0416666666666665,360,0
88.169,32.5835,5245,2.25385,297.216,0.2374,791.175,2502,-5.008333333333334,3060,0
90.4453,32.6099,5267,3.76471,15.1978,0.1713,719.543,2591,-6.05,4582,0
87.2436,32.6213,5111,0.797986,201.038,0.1202,714.212,2386,-4.333333333333334,2178,0
85.6647,32.6562,5190,0.253212,135,0.1532,659.95,2245,-4.991666666666666,1118,6.226
85.5584,32.6582,4992,3.95738,232.488,0.1454,589.732,2336,-3.2083333333333335,1025,0
91.241,32.672,5087,2.37852,214.455,0.1897,859.016,2547,-5.008333333333334,4807,0
89.3135,32.6757,4954,0.924341,77.4712,0.1811,864.634,2388,-3.875,3957,0
87.8622,32.6823,5038,1.5678,16.4486,0.1694,762.414,2204,-3.625,2759,0
85.6926,32.7023,5066,3.64945,98.2254,0.1299,567.468,2098,-4.541666666666666,1079,28.712
82.1244,32.713,4626,4.10476,146.365,0.1097,568.358,1884,-1.025,246,0
83.3268,32.7131,4750,2.47187,187.989,0.1292,545.747,2165,-1.4083333333333334,455,0
90.6648,32.7209,4921,1.87476,209.012,0.2284,774.753,2492,-3.625,4581,0
86.797,32.7212,5162,3.05761,339.02,0.1628,690.03,2401,-4.008333333333334,1703,0
85.943,32.7335,5204,1.83566,204.666,0.143,630.064,2416,-5.558333333333334,1184,0
81.4049,32.7606,4492,0.544011,16.049,0.0719,605.105,2159,-0.425,182,29.924
80.0798,32.8013,4920,6.77477,273.076,0.1416,560.862,2132,-5.575,218,0
82.1342,32.8229,4521,2.69552,69.1591,0.0834,489.383,1981,-0.24166666666666664,218,0
84.0085,32.8246,4616,1.47844,183.888,0.0892,508.502,1761,-0.675,601,0
81.3812,32.8382,4929,7.75887,348.731,0.141,586.38,2297,-4.016666666666667,185,29.738
88.885,32.8437,4906,1.9503,307.543,0.1477,704.293,2065,-3.3,3329,0
81.1031,32.8543,5569,9.87079,33.633,0.0884,-9999,2331,-11.375,218,0
87.622,32.8568,5162,2.44328,331.858,0.1538,740.163,2234,-5.325,2394,0
86.1506,32.8875,4917,1.29152,196.425,0.1472,556.014,2030,-2.45,1265,0
87.837,32.8909,4957,1.50667,143.893,0.1322,638.984,1984,-2.908333333333333,2578,0
88.3755,32.8931,4911,4.49207,322.109,0.1564,722.819,2124,-3.2083333333333335,3072,0
91.0963,32.9142,5229,0.477,228.652,0.2074,-9999,2412,-6.675,4618,0
85.8892,32.9214,5058,1.05267,14.9816,0.1249,585.115,2143,-3.9083333333333337,1130,0
84.4581,32.9269,4734,2.19374,15.7143,0.1134,506.819,1764,-2.2416666666666667,687,0
90.1698,32.9445,5248,2.56114,307.735,0.1129,683.937,2381,-7.166666666666667,4360,0
82.2084,32.9515,4938,2.19157,287.488,0.0999,571.603,1956,-3.2666666666666666,227,0
83.0069,32.972,4661,2.72405,133.084,0.1392,675.774,2050,-0.95,399,0
79.9784,32.9944,5865,3.92577,109.029,-0.0308,-9999,2080,-12.4,279,0
84.5974,33.0254,4826,2.66932,333.572,0.1245,520.674,1825,-2.5,689,0
86.5147,33.03,5077,3.12243,237.73,0.1506,577.032,2043,-4.325,1449,0
88.4526,33.0348,5128,6.32482,112.197,0.1803,681.988,1724,-3.9083333333333337,3078,0
81.6295,33.0452,4753,3.68184,278.602,0.099,693.127,2137,-2.783333333333333,177,0
82.1923,33.0496,4567,6.59174,337.485,0.1396,642.846,1883,-1.8833333333333333,219,0
86.5394,33.0498,5430,5.58419,243.337,0.1888,560.938,2481,-6.816666666666667,1475,0
87.661,33.0738,4927,4.80405,32.981,0.1319,593.308,2069,-2.8,2332,0
89.0714,33.0972,4850,0.739621,136.569,0.1581,-9999,2390,-3.25,3512,0
84.8528,33.1058,4937,0.954632,40.7412,0.1131,512.258,1710,-3.0166666666666666,753,0
80.2706,33.1128,4351,0.45858,194.47,0.0801,-9999,2100,-0.20833333333333334,88,0
86.0377,33.1132,5428,6.92957,155.966,0.2314,830.192,2533,-9.05,1177,0
85.0636,33.1316,4813,2.12055,126.212,0.1126,530.805,1707,-2.408333333333333,784,0
87.5317,33.1439,4855,0.28522,118.496,0.1201,566.031,1944,-2.8833333333333333,2159,0
89.1675,33.1686,4923,1.60683,280.008,0.1495,592.775,2244,-3.4583333333333335,3439,0
85.8102,33.1954,5259,2.98226,105.303,0.1726,617.011,2450,-6.958333333333333,1078,0
90.7763,33.2165,5124,1.25317,0.327401,0.1392,784.673,2442,-6.141666666666667,3942,0
85.1818,33.2188,5306,5.7755,149.473,0.1334,592.363,1933,-6.633333333333333,873,0
85.7586,33.2232,5882,9.37651,184.472,0.1698,-9999,1831,-11.108333333333333,1140,0
89.9756,33.2546,5103,1.73548,203.074,0.1575,626.59,2422,-5.525,3958,11.536
86.637200000000007,33.271,4961,1.15521,132.99,0.1042,533.233,1457,-3.8833333333333337,1490,19.976
82.7376,33.2741,4675,0.724702,198.435,0.0584,599.757,2057,-1.3583333333333334,278,0
80.8317,33.2741,4582,3.51073,12.5921,0.1533,611.168,2234,-0.9833333333333334,127,0
83.3045,33.2844,5057,0.946704,100.46,0.1106,582.611,2090,-5.141666666666667,435,0
85.6342,33.2863,5112,1.0126,306.951,0.1301,590.443,2230,-5.208333333333334,965,0
84.9476,33.2895,5210,3.77595,327.845,0.1177,611.39,1858,-5.216666666666667,813,0
89.3602,33.3103,5012,1.28084,191.938,0.1114,542.698,2095,-4.358333333333333,3482,0
88.2865,33.3165,5300,1.69715,262.485,0.1957,779.878,2249,-6.958333333333333,2750,0
83.9136,33.3169,4555,0.574548,85.7108,0.1077,534.406,1993,-0.75,519,0
82.7091,33.3331,4735,0.508033,201.501,0.0632,518.078,2017,-2.0166666666666666,275,0
90.7245,33.336,5292,2.8447,253.936,0.1083,-9999,2274,-7.041666666666667,3886,0
85.9698,33.3543,5115,1.93477,159.419,0.1348,637.114,1984,-5.433333333333334,1104,0
87.3624,33.3804,4968,2.63099,286.759,0.1191,550.141,1490,-3.6583333333333337,1946,0
87.707,33.3866,5359,4.98724,122.005,0.1499,601.686,1752,-7.558333333333333,2258,0
91.0799,33.4105,5620,16.034300000000002,342.274,-0.0518,-9999,2775,-14.858333333333334,4515,0
82.025,33.4247,4883,2.74625,309.289,0.1372,555.248,2153,-3.7,184,0
90.0584,33.4399,4935,0.0865384,204.444,-0.0413,-9999,2709,-4.45,3742,0
88.3797,33.4448,5159,0.778271,63.1992,0.171,635.599,2503,-6.191666666666666,2736,0
82.8927,33.445,5037,6.01723,23.5555,0.0936,609.69,1938,-3.9833333333333334,345,0
82.6973,33.4451,5112,4.67708,200.761,0.0533,-9999,2184,-4.1,320,0
83.1,33.4477,5389,14.3356,183.337,0.0977,-9999,1955,-6.9,433,0
91.052,33.452,5495,9.60869,283.667,-0.0573,-9999,2336,-12.675,4482,0
81.7316,33.4598,5286,7.89258,46.3152,0.1056,567.187,2041,-7.866666666666667,199,0
87.0423,33.4648,4905,1.97065,245.763,0.1202,530.846,1733,-2.666666666666667,1674,0
85.2335,33.4837,5172,6.1915,87.4244,0.1911,639.862,1977,-7.041666666666667,874,29.538
90.8913,33.5054,5757,6.26971,264.581,-0.0319,-9999,2633,-16.3,4343,0
79.465,33.519,5258,9.29705,47.7234,0.117,-9999,1993,-5.75,188,0
84.6787,33.5454,4614,3.9634,234.102,0.0572,516.472,2084,-1.5583333333333333,667,0
78.9992,33.5568,4413,9.74378,303.239,0.1194,-9999,1661,-1.2833333333333334,340,0
86.4126,33.5616,4950,1.43467,273.434,0.1144,574.929,1743,-4.183333333333334,1281,0
85.4857,33.5635,5483,3.16972,179.353,0.1983,738.361,1995,-9.033333333333333,1006,0
79.419,33.5744,5125,9.93304,265.168,0.097,-9999,1902,-4.275,183,0
82.0383,33.5845,5704,2.94778,257.381,0.0266,-9999,1949,-11.383333333333333,293,0
80.2547,33.5916,4891,3.4479,299.863,0.0955,693.486,1941,-3.183333333333333,51,0
88.3668,33.6047,5196,1.35712,187.275,0.0988,522.093,1975,-6.808333333333333,2609,0.898
86.274,33.6128,5013,1.62042,133.926,0.11,552.092,1547,-4.075,1205,0
82.0828,33.6158,5053,7.56249,72.691,0.1173,642.314,2051,-5.858333333333333,207,0
78.9414,33.62,5544,8.41841,140.002,0.1056,688.534,2350,-7.441666666666667,358,0
90.263,33.6398,4967,1.02608,220.471,0.2111,658.685,2565,-4.933333333333334,3410,0
87.782,33.6788,5016,0.518525,212.593,0.102,528.428,1949,-4.541666666666666,2127,0
82.269,33.7064,5179,2.03496,272.419,0.0642,575.773,2134,-6.066666666666666,250,0
79.1108,33.7264,4363,9.90081,55.445,0.0096,546.932,2339,-2.2416666666666667,211,0
81.0936,33.7268,5425,7.78227,244.888,0.0329,-9999,2415,-9.191666666666666,152,0
82.8228,33.7574,5201,3.03495,22.4536,0.0854,552.792,1853,-5.925,362,0
84.7645,33.7575,4987,4.0087,200.245,0.1153,557.277,1737,-3.8166666666666664,701,0
85.3176,33.7595,4876,0.32029,100.305,0.0872,524.954,1818,-3.3916666666666666,790,29.494
87.6323,33.7632,5409,4.11495,285.727,0.1647,680.814,1937,-8.225,2082,0
91.2269,33.764,5021,0.994873,300.256,0.1496,703.523,2318,-5.683333333333334,4029,0
79.6364,33.7729,5196,6.98262,264.319,0.0824,-9999,1656,-5.875,137,0
82.319,33.7767,5580,3.74199,6.36438,-0.0225,-9999,2136,-12.691666666666666,405,0
86.3534,33.7909,5049,1.5965,156.194,0.1088,579.533,1597,-5.275,1206,0
85.8197,33.8128,4829,1.42132,184.044,0.1171,514.561,1416,-2.8583333333333334,957,29.746
85.2402,33.8292,5202,3.90167,281.845,0.1435,-9999,1991,-5.808333333333334,840,0
79.4948,33.8432,5030,10.3494,163.252,0.0826,586.716,1684,-4.275,179,0
81.0671,33.8452,4738,3.50317,176.84,0.086,604.68,2105,-2.783333333333333,73,0
84.5816,33.8679,4844,1.1888,201.93,0.0845,500.488,1739,-3.066666666666667,645,0
84.7823,33.9144,4978,2.97149,182.07,0.09,557.914,1765,-4.333333333333334,720,0
89.3898,33.9553,5244,0.88784,347.421,0.123,-9999,2367,-7.3916666666666675,3199,0
85.8267,33.9558,5263,2.19586,12.0426,0.1476,626.564,1776,-7.25,1023,0
83.9977,33.9691,5571,2.14663,313.919,0.1107,-9999,2272,-10.15,767,0
88.9436,33.9804,5295,2.10316,201.15,0.1255,575.556,1599,-7.875,2911,28.308
82.1284,33.9846,5235,5.73439,156.371,0.0955,-9999,1876,-5.333333333333334,233,0
84.4431,34.0164,5362,3.74245,21.7607,0.1313,634.104,1815,-8.033333333333333,782,0
84.1566,34.0185,5429,2.10783,193.753,0.0609,-9999,1987,-8.391666666666667,718,0
83.9053,34.0209,5437,4.69138,58.707,0.1332,-9999,2043,-9.333333333333332,683,0
89.6952,34.0233,5247,0.672203,231.054,0.1651,580.501,2007,-8.1,3451,0
91.0296,34.0241,4871,0.371452,70.8664,0.1515,627.365,2281,-4.658333333333333,3661,0
79.5489,34.0275,5232,1.27011,97.125,0.0556,573.978,2115,-8.083333333333332,171,15.344
85.8677,34.1032,5079,0.82832,146.997,0.1045,601.671,1538,-5.416666666666666,1003,0
88.5684,34.1077,4967,0.821357,317.827,0.1291,532.559,2143,-5.166666666666666,2414,0
81.6767,34.1139,4933,8.08871,122.208,0.1003,683.65,1826,-4.85,144,0
80.4744,34.1381,5158,4.2788,168.728,0.0896,539.832,1843,-6.308333333333334,152,0
82.6637,34.1439,5222,1.77266,313.363,0.1228,627.807,1853,-6.475,345,0
81.2612,34.1484,5100,5.27496,304.185,0.1298,577.879,2079,-8.091666666666667,193,0
82.7386,34.1515,5116,5.95817,67.6124,0.0832,561.354,2010,-5.3,331,0
89.1437,34.1576,5148,2.74813,258.28,0.1771,630.735,2323,-7.183333333333333,2905,0
80.1757,34.1795,5329,6.52455,5.3305,0.0551,469.802,1807,-8.766666666666667,145,0
82.0623,34.2026,5426,4.08337,304.441,0.0932,-9999,2228,-10.425,313,0
90.7209,34.2088,5170,5.4051,351.185,0.2013,-9999,2195,-8.766666666666667,4032,0
79.0938,34.218,5233,4.00458,44.4213,0.1405,650.091,2025,-8.633333333333333,310,0
90.0833,34.2412,5316,4.19614,329.94,0.0898,650.456,2040,-8.708333333333332,3704,0
84.7992,34.2548,5058,1.82233,164.271,0.0891,609.202,1519,-5.35,749,0
83.2735,34.2683,5140,1.14132,266.042,0.0863,-9999,1969,-5.891666666666667,482,0
86.6174,34.2709,5331,2.68258,80.789,0.1245,576.012,1439,-9,1396,0
87.6032,34.2997,5035,6.23661,36.2538,0.1184,575.038,1380,-5.525,1782,0
81.9285,34.3037,6208,3.01106,346.393,-0.0771,-9999,2092,-16.975,529,0
81.2928,34.3138,5497,2.44924,156.582,0.1481,-9999,2116,-10.1,238,0
79.2586,34.3212,5074,1.37054,53.0702,0.0787,460.333,2062,-6.5166666666666675,235,0
89.7715,34.3333,5183,2.03496,230.711,0.125,620.109,1799,-7.933333333333333,3299,0
86.3609,34.3368,5143,1.3708,57.8043,0.1102,578.675,1452,-6.508333333333333,1213,0
85.4926,34.3413,5405,3.24176,259.831,0.0931,644.695,1800,-8.5,1028,0
79.8422,34.3453,6586,7.52811,42.7768,-0.0192,-9999,1990,-19.708333333333336,501,0
79.5859,34.3466,5749,8.82127,60.7302,-0.0615,-9999,1661,-13.116666666666665,298,0
82.5475,34.3521,5106,1.71985,34.484,0.0936,572.288,2043,-6.1,337,0
87.0085,34.3545,5001,0.897205,343.301,0.1238,587.885,1697,-5.6,1473,0
85.5083,34.3576,5488,3.87669,79.4777,0.0878,617.921,1596,-9.4,1028,0
87.5612,34.3689,4950,1.5363,281.834,0.1038,578.359,1599,-5.266666666666667,1714,0
82.1407,34.3794,5138,4.49986,223.327,0.0751,580.817,2024,-6.033333333333333,258,0
87.857,34.3814,5033,4.27627,149.233,0.0865,569.781,1417,-5.266666666666667,1875,0
81.3851,34.3829,5543,0.569437,309.898,0.1058,-9999,1959,-10.716666666666667,260,0
82.8283,34.3897,5246,2.27383,200.26,0.0732,597.277,1982,-6.8,422,0
84.5166,34.4015,5326,1.5384,22.1481,0.1143,635.05,2093,-9.241666666666667,805,0
79.0252,34.4015,5850,3.72728,91.4294,-0.0031,-9999,2107,-10.983333333333333,418,0
81.1366,34.4348,5719,5.94819,11.7683,-0.0712,-9999,1928,-13.466666666666665,331,0
78.9742,34.491,5410,3.9051,27.3627,0.0784,-9999,2477,-8.725,393,0
90.2126,34.4935,5363,0.990017,75.7627,0.1339,771.574,2262,-9.533333333333333,3652,0
82.1182,34.5072,5474,0.826398,115.677,0.0992,-9999,2072,-9.391666666666667,353,0
85.0761,34.5163,5321,2.93583,223.42,0.113,635.93,1797,-8.558333333333334,893,0
82.3279,34.5227,5209,2.54205,268.225,0.0815,568.323,2029,-6.966666666666667,351,0
82.1883,34.5274,5641,3.16112,97.5432,0.0677,-9999,2266,-10.725,414,0
81.7497,34.5296,5106,0.499686,207.3,0.0432,1578.56,2044,-6.233333333333333,261,0
84.6877,34.5339,5057,0.103291,56.3099,-0.007,-9999,2243,-6.075,830,0
85.9009,34.5512,5421,4.37089,35.9516,0.104,650.676,1714,-9.408333333333333,1119,0
78.7504,34.5515,5622,2.03307,10.756,0.0741,-9999,2065,-10.741666666666667,500,0
85.5479,34.5519,5391,2.27743,268.199,0.1061,666.717,1707,-9.741666666666667,1055,0
86.853,34.5542,4966,0.516642,43.8767,0.0934,572.663,1717,-5.683333333333334,1334,0
87.2212,34.563,4919,0.379647,358.919,-0.0618,-9999,2206,-5.566666666666666,1529,0
81.1706,34.5751,5198,0.340472,337.751,0.0756,-9999,2067,-7.166666666666667,209,0
86.0502,34.6072,5178,2.03561,357.178,0.1194,-9999,1799,-7.658333333333333,1108,0
87.8634,34.6112,4984,0.692866,97.125,0.0951,589.107,1709,-5.641666666666667,1801,0
78.9604,34.6168,5584,1.5626,22.9228,0.0382,-9999,2341,-11.75,453,0
82.4778,34.627,5223,2.50962,55.2222,0.1001,-9999,1626,-7.45,389,0
88.4622,34.6319,4868,1.0417,161.565,0.1091,539.418,1407,-4.608333333333333,2109,0
81.9281,34.6342,5289,4.68404,320.944,0.0762,-9999,1947,-8.3,350,0
81.3747,34.643,5336,1.25774,274.899,0.0976,-9999,2051,-8.983333333333333,268,0
82.4476,34.6446,5375,3.43687,142.271,0.1131,632.841,2024,-8.475,411,0
78.9773,34.6468,5694,1.68503,197.049,0.0902,-9999,2202,-11.225,442,0
88.589,34.6604,4818,0.136266,183.013,-0.1291,-9999,2371,-4.258333333333334,2171,0
80.4471,34.6638,5163,4.18389,187.659,0.0717,381.531,1921,-6.725,184,0
79.226,34.6686,5417,3.19041,276.567,0.1111,-9999,1907,-9.533333333333333,323,0
82.1604,34.6892,5425,1.65496,139.21,0.0817,-9999,1955,-9.491666666666667,406,0
80.8734,34.6895,5583,3.1359,205.98,0.096,588.802,1900,-9.291666666666668,232,0
86.397,34.7026,4921,0,-1,0,-9999,2347,-5.491666666666666,1240,0
84.0697,34.7259,5517,2.53778,310.654,0.0564,-9999,1841,-9.533333333333333,742,0
89.4538,34.7502,4938,1.18457,255.292,0.1211,544.101,1487,-5.308333333333334,2711,0
87.6215,34.7548,5200,4.26674,355.483,0.0965,562.911,1580,-7.9,1762,0
90.867,34.7736,5219,4.26837,278.184,0.1327,713.091,2013,-7.85,3558,0
85.8794,34.7789,5168,2.07159,277.346,0.1365,623.957,1564,-8.116666666666667,1054,0
86.7148,34.7891,4972,1.74592,262.933,0.1149,590.671,1679,-6,1308,0
78.7739,34.8004,5437,1.5412,61.4108,0.0983,-9999,2160,-10.066666666666666,496,0
90.0491,34.8005,4942,1.37785,59.0362,0.1376,-9999,1918,-6.083333333333334,2989,0
78.6432,34.8642,5769,7.94715,166.959,-0.0194,-9999,1802,-12.441666666666666,616,0
79.4766,34.8643,5296,1.13194,11.3099,0.0706,-9999,2245,-8.758333333333333,263,0
82.2433,34.8724,5125,0.50894,346.159,-0.0091,585.772,2042,-7.45,333,0
79.8391,34.8765,5201,4.81789,19.4023,0.1021,-9999,2020,-9.225,272,0
86.8292,34.89,4954,0.90585,108.435,0.105,554.753,1792,-5.9,1306,0
80.9443,34.898,6013,8.83656,143.83,0.0056,-9999,2058,-11.266666666666667,303,0
83.4897,34.9199,5179,0.53718,47.1611,0.0707,617.62,1677,-7.883333333333333,555,0
84.5247,34.9231,5087,1.67939,101.31,0.1101,608.988,1587,-6.566666666666667,710,0
89.1647,34.9306,4980,1.03622,113.199,0.1462,616.738,1838,-5.675,2476,0
90.6277,34.946,4879,1.39779,226.245,0.2363,-9999,1778,-5.708333333333334,3047,0
80.7029,34.9465,5023,0.487213,268.315,0.0638,609.261,1985,-5.716666666666667,185,0
90.2516,34.9533,4925,2.83314,21.6402,0.1954,630.215,2531,-5.933333333333334,2976,0
81.6656,34.9609,4921,0.541365,297.582,0.0434,-9999,2053,-5.95,218,0
81.1022,34.9749,5146,7.51832,3.36646,0.1202,650.341,1839,-7.708333333333333,241,0
78.7439,34.9776,5387,4.66643,233.218,0.0877,-9999,1891,-10.025,478,0
79.0968,34.9911,5392,2.18539,148.393,0.1037,-9999,2200,-9.891666666666667,364,0
79.8264,34.9934,5008,3.36627,193.268,0.0792,-9999,1756,-5.541666666666666,210,0
83.9907,34.996,5225,0.794509,117.951,0.1096,623.284,1628,-8.308333333333334,639,0
84.0881,35.0086,5166,1.65273,172.783,0.1015,627.163,1673,-7.191666666666667,634,0
78.8905,35.0215,5659,5.02328,136.729,0.0725,-9999,2119,-12.091666666666667,481,0
86.1468,35.0292,4933,0.344962,131.634,0.0912,568.559,1604,-5.591666666666667,1055,0
79.4029,35.0311,5223,4.59987,139.032,0.0868,-9999,2165,-7.9833333333333325,280,0
79.5534,35.0343,5262,1.90825,63.2427,0.1138,-9999,2018,-8.583333333333332,271,0
90.1852,35.051,4940,1.16017,118.78,0.1838,-9999,2342,-6.316666666666666,2937,0
79.9176,35.0655,5206,6.09961,141.173,0.0654,-9999,1992,-6.166666666666666,224,0
78.4206,35.0661,5409,1.89094,178.264,0.095,-9999,2062,-10.133333333333333,537,0
83.119,35.0779,5080,3.07268,138.776,0.0872,607.059,1934,-6.883333333333333,471,0
83.382,35.0793,5030,1.50826,259.33,0.0679,-9999,1716,-6.541666666666667,487,0
88.0177,35.0804,4839,2.79155,88.8249,0.1152,525.397,1893,-4.533333333333333,1717,0
83.5327,35.0805,5026,0.22648,34.6952,0.0716,-9999,1765,-6.525,525,0
79.4783,35.1017,5113,4.24238,142.531,0.1131,-9999,1852,-6.716666666666667,266,0
79.3405,35.1434,5130,2.89384,2.5511,0.1139,-9999,2109,-7.8583333333333325,283,0
83.3859,35.1453,5074,1.97182,354.165,0.0613,544.216,1663,-7.1083333333333325,507,0
84.008,35.1523,4940,0.546269,325.685,0.083,604.527,1509,-5.841666666666667,575,0
84.0619,35.1593,4926,0.665764,58.1906,0.0774,515.948,1555,-5.508333333333334,577,0
90.0392,35.1715,4849,1.12868,50.1479,0.2224,-9999,2617,-5.683333333333334,2685,0
78.3263,35.175,5810,3.87075,293.866,-0.0057,-9999,1649,-13.8,710,0
89.386,35.1781,4808,1.33933,24.6468,0.1468,537.301,2313,-5.191666666666666,2329,0
85.1087,35.184,4931,1.42941,255.198,0.0663,604.867,1783,-5.85,786,0
90.4805,35.2062,4772,0.0405142,135,-0.0284,-9999,2406,-5.291666666666666,2763,0
81.5797,35.2631,5454,1.41576,128.841,0.0602,-9999,1905,-10.441666666666666,343,0
88.9863,35.264,4840,0.658405,45.8814,0.1305,579.859,1941,-5.366666666666666,2104,0
86.6626,35.2687,5185,3.90108,14.9788,0.1116,-9999,1705,-8.666666666666668,1363,0
84.6026,35.2706,4854,0.37639,201.194,0.0653,559.069,1510,-4.625,661,0
88.0707,35.2843,4941,1.85799,173.806,0.0922,569.525,2003,-5.35,1723,3.318
80.386,35.2932,5428,3.47642,95.1944,0.0578,-9999,1945,-8.841666666666667,304,0
87.3036,35.2961,4745,0.0771368,158.199,0,-9999,2648,-5.141666666666667,1358,0
83.7755,35.303,4933,1.00104,70.7873,0.0615,592.305,1626,-6.266666666666667,543,0
85.9391,35.303,4938,0.20782,88.0251,0.0852,605.746,1452,-6.433333333333333,981,0
88.2112,35.3168,4928,1.71292,144.184,0.1176,574.16,1795,-5.316666666666666,1727,0
84.1933,35.3265,4880,1.00283,173.027,0.0597,501.596,1578,-4.741666666666666,605,0
89.8007,35.3375,4827,0.461257,334.231,0.0634,-9999,1943,-5.683333333333334,2447,0
80.4781,35.3499,6086,8.64566,290.551,-0.0586,-9999,2196,-15.166666666666666,619,0
78.64,35.3609,5719,6.33984,232.589,0.1079,-9999,2225,-12.3,530,0
86.7308,35.3658,5159,1.33519,234.605,0.0939,579.143,1819,-8.258333333333333,1309,0
89.2007,35.3761,4789,0.872224,147.745,-0.0334,-9999,2144,-5.333333333333334,2120,0
78.5367,35.377,5472,5.40069,249.408,0.0908,-9999,1723,-9.975,502,0
84.4818,35.3939,4792,0.149546,16.6992,0.018,475.06,2317,-4.475,619,0
80.9222,35.4177,6273,11.0214,152.974,-0.0472,-9999,1124,-19.366666666666667,497,0
83.8629,35.4695,4849,2.39915,1.88068,0.0629,472.698,1586,-5.291666666666666,537,0
86.3637,35.4852,5193,1.4887,224.221,0.0927,568.988,1620,-8.491666666666667,1192,0
83.0116,35.4888,5327,3.21518,112.228,0.0822,-9999,1630,-8.858333333333333,509,0
80.1294,35.5018,5256,1.35019,23.438,0.1008,-9999,2259,-9.108333333333333,319,0
79.0891,35.5044,5260,5.20008,296.776,0.0795,-9999,1746,-8.933333333333334,354,0
80.0493,35.5159,5381,4.47877,115.625,0.1011,-9999,2045,-9.858333333333333,322,0
80.3691,35.5402,5515,6.27019,23.6779,-0.0118,-9999,1699,-13.925,357,0
88.738,35.5504,4928,1.03919,32.0472,0.0767,589.118,1867,-6.358333333333333,1880,0
83.5239,35.5694,4934,0.0933806,85.6013,0.0804,-9999,1529,-6.275,519,0
90.4772,35.5751,4971,1.10684,49.1977,0.1406,633.523,2231,-7.541666666666667,2680,28.448
81.8539,35.5951,5590,9.10859,346.657,-0.058,-9999,1869,-11.766666666666667,497,0
90.9332,35.5976,4893,0.539371,10.7131,0.0746,587.478,2339,-7.225,2719,25.43
78.7548,35.6302,5608,7.56767,27.8188,-0.034,-9999,1324,-12.958333333333334,489,0
77.6804,35.6532,5067,7.92019,155.53,0.0638,-9999,1989,-6.916666666666667,505,0
89.2655,35.6601,5084,1.54558,279.331,0.2041,-9999,1594,-8.666666666666668,2132,0
82.6594,35.6689,5565,2.39659,304.782,-0.0323,-9999,1883,-11.725,541,0
89.0428,35.6736,5050,2.0847,211.234,0.1335,588.809,1207,-8.091666666666667,1967,1.142
83.8103,35.6919,4958,1.14146,162.474,0.0606,-9999,1543,-6.666666666666667,590,0
89.693,35.6967,5162,3.46636,5.92236,0.0865,677.732,1775,-9.491666666666667,2360,0
79.4387,35.7106,5537,1.94098,158.356,0.0411,-9999,1810,-9.4,317,0
90.1304,35.7108,4918,2.22794,57.3311,0.088,-9999,2048,-7.183333333333333,2440,0
86.2737,35.717,5023,0.992809,153.435,0.0791,670.904,1541,-7.533333333333333,1093,0
85.9017,35.725,5182,0.618813,156.105,0.0465,547.141,1654,-8.683333333333334,1078,0
84.7699,35.7311,5000,0.66638,159.228,0.0583,-9999,1511,-7.075,774,0
89.2865,35.7349,5028,3.91874,359.582,0.3008,698.153,2338,-8.383333333333333,2057,0
84.3512,35.7806,4982,1.80027,183.42,0.0741,-9999,1552,-6.616666666666667,701,0
86.3451,35.794,5009,2.97094,33.8049,0.1251,626.265,1458,-7.716666666666667,1126,0
79.8979,35.8008,5595,5.28575,29.3704,-0.0495,-9999,2035,-13.216666666666665,378,0
82.2647,35.8018,4781,0.892161,354.472,0.0714,370.941,1555,-5.225,310,0
90.2441,35.8255,5001,3.31971,191.94,0.0844,-9999,1700,-7.408333333333333,2418,0
82.6377,35.8435,5258,2.29975,259.599,0.0776,-9999,1709,-8.891666666666667,432,0
80.0379,35.8462,4708,16.4396,300.639,0.0267,-9999,1458,-7.8583333333333325,281,0
80.4426,35.8528,5544,10.9793,307.881,-0.0545,-9999,1707,-13.416666666666666,305,0
88.9513,35.8666,4969,1.0172,350.272,0.1591,674.184,1699,-7.875,1748,0
90.0762,35.8849,5163,1.77066,243.331,0.135,696.301,1584,-9.266666666666667,2415,0
85.188,35.9,5007,2.08005,183.552,0.0641,-9999,1460,-7.3,895,0
90.8836,35.9149,4950,3.31311,58.0602,0.1221,-9999,2034,-7.675,2456,0
91.1806,35.9158,4941,8.70036,33.742,0.2492,-9999,2367,-8.116666666666667,2583,0
