x,y,elev,slope,aspect,ndvi,bio,sm,tem,pre,lst
87.7227,35.9241,4898,2.03948,15.8901,0.0765,603.01,1859,-7.216666666666667,1232,0
87.3276,35.9273,4914,0.507325,251.053,0.0798,524.687,1572,-6.958333333333333,1155,28.422000000000004
83.6648,35.929,5081,0.64136,203.703,0.0688,-9999,1534,-7.8,617,0
85.4357,35.9416,4976,0.205087,245.225,0.0602,-9999,1476,-7.191666666666667,916,0
82.4482,35.9427,4752,2.6223,29.7837,0.0665,-9999,1642,-4.991666666666666,300,0
84.9642,35.9527,5120,1.372,166.109,0.0675,-9999,1465,-8.183333333333334,887,0
82.9612,35.9679,5056,1.01931,252.838,0.0602,-9999,1711,-7.783333333333333,447,0
79.2199,35.972,4887,17.9159,258.786,0.0279,-9999,1912,-4.091666666666667,262,0
86.8013,35.9842,4809,0.488789,230.947,0.0137,605.537,2154,-6.291666666666666,1008,0
91.1529,35.9918,4856,0.935261,152.65,0.0527,-9999,1983,-6.783333333333333,2418,0
85.3557,36.0019,5017,2.39033,173.811,0.0648,-9999,1407,-7.325,924,0
83.673,36.0032,5145,1.16445,299.876,0.0742,-9999,1459,-8.725,631,0
83.0027,36.0118,5062,1.0417,341.565,0.051,-9999,1538,-7.65,458,0
82.904,36.0398,5133,1.5356,50.297,0.0488,-9999,1592,-7.658333333333333,442,0
88.9272,36.055,4917,0.912899,297.57,0.0552,503.613,2081,-7.441666666666667,1552,0
83.8228,36.0564,5162,1.38349,357.33,0.0623,-9999,1473,-8.991666666666667,686,0
77.6669,36.0798,4789,11.6071,312.731,0.0657,-9999,1886,-5.5,522,0
82.3268,36.0913,4690,2.0455,170.735,0.0444,-9999,1464,-4.233333333333333,317,0
90.5308,36.1012,4946,0.621872,308.454,0.0625,-9999,1843,-8.7,2220,0
89.7261,36.106,5013,3.85745,354.575,0.0849,-9999,1782,-8.475,1993,13.696000000000002
82.8367,36.11,4772,3.72043,196.414,0.0704,-9999,1504,-4.4,378,0
79.7703,36.1225,3588,18.2888,130.982,0.3853,784.41,1515,2.425,222,0
79.6471,36.1391,5013,16.0737,299.412,-0.0481,-9999,1619,-8.875,294,0
84.4838,36.1469,5048,4.67518,188.526,0.0516,-9999,1278,-7.708333333333333,811,0
87.7827,36.1519,4978,0.727245,237.875,0.0613,644.739,1817,-7.6083333333333325,1127,0
79.9329,36.1584,3317,10.2736,0.395137,0.3148,983.691,1656,3.775,195,0
76.8933,36.1613,4860,13.159,289.229,0.0419,-9999,1973,-4.858333333333333,453,0
79.8233,36.1614,2739,16.2114,62.3332,0.2236,-9999,1644,7.4,226,0
82.7389,36.1675,4625,3.43109,209.612,0.076,-9999,1407,-3.2583333333333337,353,0
76.3429,36.1939,3742,5.12648,65.2918,0.0517,-9999,2085,0.38333333333333336,500,0
76.5022,36.1957,4700,3.92706,280.491,0.0959,-9999,1750,-7,634,0
91.2273,36.201,5042,0.384879,135,0.0844,-9999,2001,-10.083333333333332,2448,0
83.3191,36.2071,4923,0.895889,92.2906,0.0519,-9999,1381,-6.4,520,0
84.3991,36.2151,4921,2.82953,19.8098,0.0717,-9999,1297,-6.8916666666666675,745,0
83.7139,36.2267,5015,0.671211,320.194,0.0626,-9999,1239,-7.6083333333333325,626,0
86.5417,36.2314,5409,1.06333,85.3645,-0.0191,-9999,1477,-11.666666666666668,1170,0
82.5067,36.2408,5753,5.43982,51.716,-0.0048,-9999,1484,-14.016666666666666,708,0
79.1618,36.2502,4789,16.6697,66.0351,-0.0138,-9999,2071,-8.208333333333332,325,0
91.2611,36.2514,5244,2.25895,356.548,-0.0143,-9999,1727,-11.075,2693,0
77.2448,36.2541,5392,6.58971,256.866,0.0557,-9999,1663,-10.175,715,0
76.2275,36.2641,4739,21.0047,53.8725,0.0582,-9999,2282,-5.691666666666666,727,0
90.1982,36.2726,5022,1.21495,23.9968,0.0844,-9999,1759,-9.783333333333333,2022,0
89.4699,36.2824,4713,0,-1,0.1192,-9999,2349,-6.433333333333333,1536,0
90.5328,36.2988,4834,0.580498,38.991,0.196,728.195,1814,-8.133333333333333,1967,0
87.0532,36.3139,5419,1.77089,334.367,0.0299,-9999,1406,-12.183333333333334,1163,0
83.4979,36.3248,5227,2.39129,202.343,0.0439,-9999,1408,-9.133333333333333,629,0
90.3241,36.3338,4928,6.58786,75.1365,0.1988,-9999,1720,-9.05,1929,0
83.7658,36.3489,5014,6.19341,358.944,0.0469,-9999,1467,-8.45,671,0
89.6126,36.363,4849,1.00635,245.624,0.1177,-9999,1818,-7.416666666666667,1558,0
89.0811,36.3659,5094,3.47831,130.997,0.0583,-9999,1528,-9.841666666666667,1464,0
79.7926,36.3812,3460,9.98756,300.169,0.3989,884.689,1532,5.008333333333334,191,0
82.7266,36.3986,3813,14.393,316.776,0.0362,-9999,1267,2.3833333333333333,294,0
90.489,36.4008,4801,1.11234,214.509,0.1023,-9999,1591,-7.408333333333333,1796,0
76.9694,36.4113,4517,9.65664,289.393,0.0732,-9999,1647,-5.033333333333333,505,0
76.3758,36.4123,5355,8.59593,10.771,-0.0103,-9999,1823,-9.825,886,0
90.0143,36.4136,4803,0.866799,271.42,0.1485,-9999,1549,-7.4833333333333325,1637,0
88.9206,36.4286,4930,2.9061,21.8276,0.1155,-9999,1428,-8.783333333333333,1239,28.082
77.0984,36.4323,4576,18.3835,36.0337,0.0725,-9999,1861,-3.375,416,0
86.0117,36.4324,4979,2.59108,11.3099,0.066,608.228,1207,-8,905,0
83.4734,36.4386,4593,16.2643,62.3809,0.0508,428.93,1359,-4.291666666666666,525,0
83.7257,36.4457,4744,4.63297,288.994,0.0403,-9999,1520,-5.866666666666666,568,0
91.2829,36.451,5305,2.90812,87.4615,0.0838,-9999,1294,-9.641666666666667,2392,0
79.7356,36.4567,3476,9.42501,140.929,0.1771,-9999,1300,7.8583333333333325,220,0
78.7369,36.4694,5296,5.60089,96.808,0.0269,-9999,1346,-9.041666666666668,368,0
83.1239,36.4786,3629,6.87637,83.2138,0.0791,-9999,1387,0.8833333333333334,370,0
90.7997,36.484,4841,0.403232,56.5922,0.114,-9999,1707,-8.783333333333333,1903,0
87.6279,36.4907,5145,1.75289,162.897,0.0866,-9999,1273,-9.166666666666668,935,0
85.8091,36.5015,4977,0.853925,11.1215,0.083,-9999,1289,-7.808333333333333,890,0
78.6203,36.5222,4416,18.2987,6.01014,0.1752,-9999,1685,-3.225,324,0
76.0202,36.5247,4861,13.8454,231.59,0.0901,-9999,1894,-6.358333333333333,872,0
83.7324,36.5398,3607,2.53512,323.033,0.0631,-9999,1289,0.09166666666666666,408,0
88.5204,36.5454,5262,3.15401,18.1061,-0.0401,-9999,1610,-11.033333333333333,1108,0
83.8159,36.551,4576,12.8167,4.25384,0.0684,-9999,1414,-5.2,599,0
77.2882,36.5627,5728,4.62674,48.3812,-0.036,-9999,1582,-12.775,914,0
77.8751,36.5659,5625,2.49558,69.694,-0.0439,-9999,1787,-12.033333333333333,912,0
89.8879,36.572,5024,6.06868,183.438,0.1462,-9999,1861,-7.691666666666667,1489,0
89.0239,36.5791,4804,1.14706,31.2091,0.1102,-9999,1516,-7.241666666666667,1075,19.836000000000002
80.0791,36.5837,3230,11.9921,342.994,0.2503,900.414,1440,4.566666666666666,242,0
90.2758,36.5949,4736,3.49644,36.6824,0.2245,661.366,1791,-7.066666666666667,1590,0
87.7708,36.5962,4852,1.17658,58.4382,0.1119,-9999,1454,-7.325,792,0
79.7141,36.6003,-9999,-9999,-9999,0.1217,-9999,1321,8.608333333333333,225,0
77.3929,36.6076,5326,10.2658,285.533,-0.0392,-9999,1574,-12.15,873,0
87.5919,36.6866,5078,7.99808,262.331,0.0013,-9999,1748,-11.483333333333333,882,0
78.4487,36.6931,5103,8.28767,342.933,-0.0225,-9999,1681,-11.283333333333333,673,0
78.1433,36.6945,5062,8.00172,319.255,0.0354,-9999,1892,-8.2,700,0
84.8709,36.7031,4647,4.96257,154.505,0.0782,-9999,1575,-4.366666666666666,719,0
87.502,36.719,5010,5.20023,17.3399,0.1154,688.295,1687,-8.708333333333332,750,0
77.9793,36.7231,4502,11.5441,59.0242,0.0741,-9999,1848,-6.8916666666666675,586,0
91.2295,36.7343,4572,1.97636,351.459,0.2286,571.589,1763,-5.741666666666666,1491,0
78.4472,36.756,4055,12.1126,121.811,0.3168,-9999,2030,-2.216666666666667,351,0
78.4622,36.7741,3870,6.59098,82.2907,0.3694,749.788,1859,-1.1416666666666666,342,0
84.3863,36.7792,4279,7.62614,133.108,0.0932,513.353,1537,-2.7583333333333333,637,27.778
89.0987,36.7815,4764,5.65765,62.659,0.1207,-9999,1761,-7.425,980,0
77.5503,36.7856,4713,0.927166,355.126,0.0426,-9999,1858,1.0916666666666666,337,0
86.9155,36.8028,5133,3.34733,325.801,0.0855,-9999,1392,-10.791666666666668,791,0
89.7874,36.8203,4492,3.99037,187.724,0.2459,617.521,1700,-4.45,1060,0
91.2323,36.8238,3980,1.35236,65.6063,0.1184,-9999,1548,-1.5333333333333334,979,0
86.7977,36.8322,5106,4.40018,201.438,0.0894,-9999,1445,-10.216666666666667,771,16.741999999999997
88.4482,36.8343,4858,4.6038,249.652,0.0963,-9999,1753,-7.841666666666667,716,0
89.6144,36.845,4310,0.35435,14.0362,0.1396,549.857,1756,-3.4666666666666663,935,0
77.8193,36.8712,4013,8.29083,28.6536,0.2439,729.065,1819,0.95,372,0
76.8399,36.8812,3275,11.1819,283.456,0.2937,-9999,1805,5.9,303,0
76.935,36.8855,3776,11.9442,85.0508,0.2796,797.521,1854,0.675,413,0
87.4962,36.9235,4476,0.603031,52.7218,0.0734,-9999,1556,-4.708333333333334,525,28.062
88.672,36.9344,4585,3.212,311.93,0.0849,-9999,1601,-5.441666666666666,574,0
75.2302,36.9871,5097,11.4322,36.0482,-2e-4,658.595,1679,-10.158333333333333,1359,0
85.5192,36.9951,4377,3.9828,200.713,0.0572,-9999,1538,-4.133333333333334,630,0
89.9984,36.9961,4104,0.380726,106.39,0.1164,557.836,1460,-2.1083333333333334,831,0
77.5393,36.9973,3923,16.2097,313.571,0.2586,-9999,2096,-0.5083333333333333,423,0
86.5303,37.0276,4764,4.73921,50.2608,0.0834,-9999,1451,-7.1416666666666675,636,0
90.7457,37.03,4176,2.10572,23.8636,0.1198,603.142,1599,-2.825,1100,0
90.8087,37.0348,4187,0.919837,343.258,0.1173,628.326,1678,-3.025,1080,0
84.4973,37.0458,2948,4.43673,39.6401,0.0994,484.058,1368,5.466666666666667,415,29.432
89.5045,37.0523,4227,1.32629,357.215,0.1165,540.129,1709,-3.058333333333333,934,0
88.1941,37.1046,4265,0.143239,143.13,-0.064,424.685,1990,-3.4333333333333336,447,0
89.9023,37.1268,4269,0.552616,161.095,0.1062,580.044,1543,-3.2416666666666663,775,0
90.241,37.1421,3958,0.79496,269.484,0.0734,502.674,1711,-1.4416666666666667,758,0
87.0938,37.1443,4259,4.269,239.398,0.0669,-9999,1410,-2.433333333333333,375,0
75.7889,37.1625,5236,13.3954,270.812,0.0019,-9999,1669,-9.291666666666668,1305,0
91.1529,37.1815,4946,7.3548,214.106,0.1,-9999,1563,-8.95,1535,27.75
85.3592,37.2193,3645,5.74038,358.717,0.4146,699.217,1545,1.1083333333333334,513,0
89.67,37.2283,4258,2.06367,84.6256,0.0876,-9999,1562,-3.5333333333333337,733,0
86.8666,37.2308,4686,4.05488,104.918,0.0557,-9999,1524,-5.325,492,0
90.88,37.2737,4764,8.48041,34.7559,0.0443,-9999,1568,-8.55,1406,27.580000000000002
90.4837,37.2858,4011,2.03017,244.519,0.0764,535.551,1628,-1.8,772,29.082
75.7232,37.3113,3605,6.6154,84.8056,0.1153,-9999,2000,1.9833333333333332,634,0
90.839,37.3223,4440,2.63052,19.7167,0.1444,-9999,1938,-5.758333333333334,1121,27.568
88.067,37.3362,4721,2.0386,191.547,0.0763,-9999,1684,-6.9,456,0
87.6648,37.3673,5769,2.86428,243.115,-0.0095,-9999,1672,-15.133333333333335,606,0
76.3238,37.388,3847,9.71893,272.384,0.1958,-9999,1954,0.29166666666666663,532,0
90.0869,37.4248,3890,0.72023,221.775,0.0452,542.029,1704,-1.2333333333333334,519,0
91.3189,37.4286,4758,1.83155,334.036,0.0994,-9999,1775,-7.725,1355,3.536
76.1532,37.4314,3931,6.81731,162.474,0.2344,-9999,1745,2.95,507,0
90.6043,37.5097,4274,1.88923,16.5121,0.1094,572.987,1825,-4,818,0
88.9876,37.5554,3997,1.09018,99.8336,0.0731,-9999,1538,-1.9,449,0
87.6299,37.5642,3958,5.98803,304.807,0.0891,465.732,1735,-2.033333333333333,295,26.782
87.6594,37.5808,3821,1.75155,325.66,0.0851,356.841,1350,-1.3666666666666667,293,18.363999999999997
87.4095,37.611,3732,6.96681,338.895,0.1221,485.707,1587,-0.4083333333333333,262,24.913999999999998
75.9581,37.6284,3815,21.1155,110.382,0.4492,856.066,2429,-1.275,777,0
86.9235,37.6642,3178,0.399141,279.293,0.066,-9999,1386,3.066666666666667,486,0
76.2647,37.6749,3711,3.44386,75.9349,0.1084,-9999,1816,5.066666666666666,470,0
75.3297,37.6933,3156,0.631935,336.631,0.2053,-9999,1696,5.591666666666667,624,0
89.0882,37.6943,4362,5.94859,155.249,0.0607,-9999,1631,-3.4666666666666663,388,8.690000000000001
75.2177,37.6981,3726,15.1737,84.6047,0.0876,-9999,2052,0.4333333333333333,854,0
86.4384,37.7234,3979,14.9349,312.151,0.097,-9999,1703,-2.658333333333333,1094,28.498
75.0813,37.7296,4306,14.4365,231.11,0.0955,-9999,1884,-4.691666666666666,1042,0
86.2422,37.7819,2591,9.53873,240.498,0.0785,620.965,1390,6.35,574,0
90.3385,37.8401,4923,6.21491,44.5349,0.0251,-9999,1620,-8.958333333333332,975,28.133999999999997
89.1185,37.8946,4317,0.899032,67.5206,0.0749,-9999,1536,-3.9083333333333337,314,9.056000000000001
88.0443,37.8985,4366,1.1637,193.523,0.0905,-9999,1407,-5.05,338,0
89.5513,37.9076,3790,3.72034,8.84665,0.0891,-9999,1820,-0.9,260,30.404000000000003
88.145,37.9164,4348,1.02242,78.6901,0.0757,-9999,1439,-4.775,333,0
89.9742,37.9683,3439,1.25464,342.392,0.0583,-9999,1519,0.6416666666666667,361,30.936
75.3177,38.0015,4526,15.6766,295.88,0.0961,-9999,1865,-6.033333333333333,1406,0
89.491,38.0326,3413,0.179478,118.61,0.1004,-9999,1434,1.1833333333333333,206,30.195999999999998
88.6276,38.0635,4060,1.45827,141.78,0.0585,-9999,1363,-2.708333333333333,286,29.454
90.2887,38.07,3082,1.0533,45.5509,0.0338,-9999,1422,2.4833333333333334,504,31.604000000000003
90.9519,38.1713,3211,5.48688,244.569,0.0521,-9999,1396,1.9583333333333333,313,31.154000000000003
88.5178,38.2569,3694,6.03648,4.81426,0.1241,752.318,1517,-0.775,254,30.758
75.1677,38.2899,5440,25.3122,181.075,-0.0396,-9999,1767,-14.066666666666666,2347,0
89.1093,38.3028,4030,11.4153,236.054,0.1318,-9999,1609,-4.9,383,28.451999999999998
89.351,38.3215,4093,9.35882,247.714,0.0805,-9999,1517,-3.4916666666666663,415,29.226
75.718,38.3382,3513,17.5202,239.993,0.1885,641.92,2326,0.9166666666666666,762,0
88.2649,38.3572,3083,8.36862,40.8653,0.0595,-9999,1619,2.808333333333333,213,30.758
87.8226,38.3951,2209,4.24909,242.875,0.0573,-9999,1267,7.625,171,30.998
90.8219,38.3954,3316,1.6927,183.395,0.0514,-9999,1535,1.1166666666666667,389,31.322000000000003
88.7719,38.4552,3459,2.72373,313.297,0.0808,779.239,1634,0.5916666666666667,251,30.594
75.7271,38.4663,3107,8.67987,256.794,0.1147,636.352,2155,4.808333333333334,769,0
75.0032,38.5261,3929,11.1559,48.0317,0.0885,631.418,1875,0.15833333333333333,1193,0
88.8601,38.6852,3239,7.11178,157.932,0.0667,-9999,1396,1.7,374,30.727999999999998
89.8554,38.695,3298,1.72565,160.362,0.05,-9999,1552,1.1333333333333333,351,31.274
90.2254,38.7226,3046,0.977508,169.019,0.0538,-9999,1266,1.975,656,30.880000000000003
89.3317,38.7383,3574,5.20834,198.137,0.126,638.394,1605,-1.025,966,29.677999999999997
91.2817,38.7408,3368,3.02447,163.366,0.043,-9999,1538,0.8,330,31.026
90.6894,38.8264,3265,1.50595,192.913,0.0444,-9999,1602,0.3416666666666667,641,8.866
90.4312,38.8361,3284,2.11387,177.477,0.0561,-9999,1321,0.4333333333333333,735,11.654
90.9025,38.9076,3667,2.86249,187.036,0.0498,-9999,1519,-1.925,675,30.266000000000002
88.9676,38.9133,2646,7.10862,85.8039,0.0746,-9999,1432,4.1,363,30.786
90.564,39.0098,3306,4.17667,313.752,0.0649,509.224,1649,-0.025,734,30.464
91.1592,39.1194,2861,3.91438,249.579,0.1214,697.274,1593,2.4,301,30.024
74.2551,39.2257,4238,4.90459,203.615,0.0436,-9999,2141,-2.5166666666666666,1831,0
74.5097,39.3025,4009,14.8419,309.065,0.0668,-9999,2432,-3.3416666666666663,1949,0
74.4088,39.3964,3792,11.0982,226.962,0.132,592.281,2012,-1.4416666666666667,1822,0
85.5686,28.8251,4580,0,-1,-0.0658,-9999,2826,0.9166666666666666,3691,26.504
85.4737,30.8796,4612,0,-1,0,-9999,2503,0.25,1683,0
83.4512,31.291,4760,0,-1,0,-9999,2619,-1.75,1246,27.644
89.0164,31.7586,4539,0,-1,-0.0049,-9999,2765,0.4916666666666667,4357,25.792
91.1553,33.2687,5743,5.09582,334.333,-0.0458,-9999,2428,-15.241666666666665,4489,0
81.4821,35.353,5901,3.92459,77.5844,-0.0619,-9999,2564,-17.783333333333335,404,0
80.6427,35.3934,6161,2.13767,222.829,-0.0326,-9999,2129,-19.458333333333336,544,0
81.327,35.4061,5871,2.07377,23.8219,-0.0647,-9999,2343,-17.475,481,0
88.5112,37.0839,4251,0,-1,0.0011,-9999,2276,-4.1,424,0
92.4176,27.5237,2360,10.9874,196.918,0.0673,-9999,3002,12.216666666666667,11517,0
92.549,27.7032,2986,12.8911,78.7883,0.0239,-9999,3090,8.9,8316,0
92.4657,27.7533,5317,19.2656,114.668,0.0115,-9999,2809,-6.6,4517,0
91.9046,27.8332,4649,4.10129,247.772,0.0241,-9999,2993,-1.55,4460,27.564
92.5613,27.8411,4595,32.5144,117.138,0.0154,-9999,2777,-10.708333333333332,4644,11.081999999999999
91.7509,27.8872,3587,3.97824,234.51,0.3339,1954.82,2912,5.883333333333334,6115,0
92.3779,28.0467,4454,13.242,9.81757,0.1794,709.469,2716,3.2166666666666663,3474,30.137999999999998
92.2418,28.0885,5298,4.24166,327.247,0.162,789.881,2170,-4.883333333333334,3789,28.582
92.464,28.1585,4395,16.8206,239.183,0.3732,692.691,2360,3.9083333333333337,3251,30.368000000000002
92.4711,28.177,4429,18.2471,315.338,0.313,662.903,2824,0.08333333333333334,3434,29.894
92.1061,28.3208,5424,5.14947,51.9856,0.0778,712.564,2165,-5.808333333333334,3521,28.454
92.0967,28.3585,4924,4.98475,340.319,0.1896,620.797,2635,-1.3916666666666666,3241,30.142000000000003
92.0369,28.3993,5052,0.901879,190.061,0.1439,579.933,2448,-1.2916666666666665,3220,28.656
92.2566,28.4372,4004,1.95751,190.324,0.343,633.587,2524,5.625,2801,29.558
91.4879,28.4809,5216,6.26732,207.965,0.256,931.02,2773,-2.5,3210,28.758
92.0066,28.7108,4766,7.28808,138.645,0.2169,866.067,2900,0.04166666666666667,3068,24.98
92.2644,28.762,4733,5.98552,293.019,0.2481,997.604,2773,-0.825,3169,0
91.7281,28.7928,4882,8.36093,234.904,0.3218,843.86,2857,-0.6,3125,13.732
91.9661,28.8462,5520,13.4428,44.2372,0.0284,647.359,2719,-6.7,3452,0
92.4961,28.8816,4995,5.4593,24.9897,0.3475,1266.81,2955,-1.6,3333,0
91.4418,29.1476,3953,4.0336,282.386,0.2626,964.915,2484,5.733333333333333,3509,25.334
92.2776,29.18,5205,1.51369,130.396,0.3161,939.122,2804,-4.258333333333334,3591,27.727999999999998
91.5937,29.2509,3609,4.99001,13.9169,0.2302,832.546,2426,7.15,3590,0.992
92.4764,30.3001,4991,4.05075,81.9843,0.3055,1090.52,2780,-6.258333333333334,5118,27.369999999999997
92.3489,30.6991,5015,4.49727,178.452,0.4921,1200.69,2792,-2.775,5266,0
92.2981,30.7256,5112,7.26952,98.2254,0.2971,-9999,2834,-4.758333333333334,5304,27.726
92.4007,30.8858,5479,1.19607,246.351,0.5264,-9999,2411,-7.841666666666667,5575,0
92.0548,30.9786,4966,2.71177,340.417,0.6468,1242.84,2994,-3.75,5053,28.222
92.5205,31.0311,5328,5.56125,175.951,0.3928,1218.2,2726,-6.208333333333334,5743,0
91.9711,31.1774,4739,0.974145,311.424,0.6253,1550.86,2940,-1.8416666666666668,4779,0
92.419,31.2098,4775,2.71742,329.45,0.5756,1196.4,2707,-3,5441,0
92.1087,31.4331,4575,1.8738,186.582,0.5221,1356.96,2683,-0.425,4710,0
91.6384,31.8189,4760,2.15484,260.632,0.3917,1040.62,2574,-2.15,4652,0
91.4996,31.824,4635,0.921619,67.6199,0.4923,1094.3,2779,-0.8916666666666666,4594,0
91.9722,31.8473,5108,4.01647,284.432,0.3088,1306.57,2867,-5.666666666666666,5185,0
91.8855,31.9154,4936,1.18327,308.118,0.5656,1336.87,2843,-3.8083333333333336,4870,0
91.6701,32.2665,4709,0.885816,165.964,0.4496,944.643,2625,-1.8083333333333331,4591,0
92.0528,32.4357,4843,1.63236,236.449,0.4046,970.576,2885,-4.008333333333334,4958,0
91.5437,32.4786,4946,0.182595,228.18,0.3323,983.451,2669,-4.366666666666666,4768,0
91.8168,32.5919,5109,2.34827,24.2994,0.2468,838.363,2716,-6.366666666666666,4894,0
91.5539,32.6074,4933,2.71471,42.6496,0.328,923.449,2608,-4.725,4756,0
91.7491,32.6882,4945,0.467661,319.97,0.2157,945.571,2833,-4.758333333333334,4688,0
92.5846,32.7724,5582,4.45639,303.486,-0.0612,1193.95,2232,-10.241666666666667,5794,0
91.724,32.7806,5012,1.1272200000000001,166.405,0.2071,895.165,2441,-5.2,4703,0
91.7028,32.811,5168,1.64904,267.013,0.1551,905.041,2591,-6.5,4783,0
92.0368,32.8181,5609,5.25523,50.4038,0.1069,967.096,2471,-9.3,5279,0
92.2503,32.9148,5389,4.64674,237.434,0.262,1032.5,2576,-8.516666666666667,5288,0
92.1224,32.9864,5225,0.666072,179.384,0.3423,1219.14,2874,-7.8916666666666675,5087,0
92.634,33.1247,4899,0.992344,210.822,0.293,918.936,2541,-4.941666666666666,4933,0
92.4784,33.1595,4960,1.54426,288.099,0.285,947.352,2745,-5.316666666666666,4947,0
91.9023,33.259,4819,0.179478,28.6105,0.1749,-9999,2492,-4.225,4154,0
91.6287,33.2715,5367,4.08904,8.24345,0.0505,-9999,2294,-8.766666666666667,4375,0
91.7846,33.2735,5005,4.95396,312.896,0.2315,-9999,2507,-6.183333333333334,4184,0
92.6108,33.4156,4961,2.78538,317.291,0.398,-9999,2725,-4.925,4620,0
92.0524,33.9369,4786,2.66113,61.574,0.2446,714.994,2142,-4.383333333333334,3832,0
92.0438,34.0978,4634,0.405389,302.005,0.2081,516.013,2508,-3.4333333333333336,3496,0
91.4255,34.2321,4797,2.52695,24.6051,0.3774,645.227,2843,-4.608333333333333,3576,0
92.3018,34.3135,4840,1.0757,273.053,0.3387,-9999,2565,-4.791666666666666,3612,0
91.7798,34.3689,4771,1.6583,55.5552,0.2665,685.207,2366,-4.333333333333334,3569,0
91.3487,34.3988,5007,2.61144,135.444,0.2651,780.869,2151,-5.583333333333334,3603,0
92.4735,34.4274,4746,0.641999,231.34,-0.0212,-9999,2151,-4.55,3458,0
92.585,34.4295,4732,1.02683,292.989,0.2252,-9999,2012,-4.125,3368,0
91.4904,34.4954,4803,1.89749,261.32,0.1661,538.715,2181,-4.708333333333334,3433,0
91.9661,34.5649,4850,2.14245,200.13,0.2496,698.43,2008,-5.275,3647,0
91.6982,34.596,4918,2.09022,240.45,0.2404,559.915,2101,-5.541666666666666,3448,0
91.5878,34.8255,4934,0.552616,93.7153,0.1473,602.821,2328,-6.416666666666667,3314,0
91.9383,34.8507,4879,0.94247,106.783,0.1858,603.586,2310,-6.216666666666667,3232,0
92.5272,34.9131,4944,1.3438,119.707,0.3447,710.235,2425,-6.6083333333333325,3269,0
91.8237,34.9651,4865,1.51663,280.886,0.1354,-9999,2094,-6.025,2948,0
91.7313,35.0017,4769,0.19666,349.509,0.1054,-9999,2385,-5.3,2775,0
91.528,35.1739,4814,0.239041,171.384,0.1344,577.513,2041,-5.516666666666667,2708,0
91.7364,35.2188,4758,1.06198,190.098,0.1525,541.019,2210,-5.291666666666666,2383,0
91.4918,35.3079,5166,4.2805,290.735,0.147,-9999,1651,-8.866666666666667,3133,0
92.5333,35.3444,4744,1.09609,353.246,0.2343,555.261,1822,-5.625,2881,0
92.2076,35.3585,4983,1.07869,212.53,0.1924,689.548,2369,-7.691666666666667,2774,0
92.6363,35.3719,4720,0.503673,60.1541,0.2121,519.7,1907,-5.325,2973,0
92.322,35.4379,5068,2.17132,9.6797,0.10780000000000001,622.819,2215,-7.9833333333333325,2973,0
92.0645,35.4474,4953,7.30408,351.08,0.234,888.222,2379,-7.841666666666667,2858,0
92.4929,35.5016,4728,0.730341,25.56,0.2676,-9999,2629,-6.033333333333333,2792,0
92.3246,35.5091,4695,0.675856,25.7505,0.2017,-9999,2590,-5.708333333333334,2574,0
91.8542,35.6292,4831,2.76658,137.936,0.1814,-9999,2068,-6.675,2679,0
92.1252,35.7207,4946,0.78359,59.2159,0.1711,631.104,2237,-7.416666666666667,2974,0
91.5237,35.9563,4703,4.28731,26.0096,0.1884,677.086,2399,-6.675,2415,0
91.8764,35.9686,4815,4.16896,158.892,0.1419,-9999,1816,-5.758333333333334,2610,0
92.3279,36.1162,4075,9.31771,354.711,0.1184,578.405,2180,-2.8583333333333334,1986,7.414
91.4566,36.1812,4935,1.01179,273.652,0.0861,-9999,1838,-8.566666666666666,2459,0
91.8509,36.2256,5211,9.76081,249.853,0.0697,-9999,1781,-9.883333333333333,2698,0
91.382,36.2257,4962,3.23031,51.8356,0.1379,-9999,1333,-8.983333333333333,2485,0
92.023,36.2401,5216,5.42924,77.3895,-0.039,-9999,1909,-12.016666666666667,3032,0
91.6721,36.4836,4741,4.2728,17.8287,0.2104,-9999,2127,-6.45,2083,0
91.4062,36.6031,4776,7.0993,13.7015,0.2234,647.672,1753,-7.441666666666667,1972,0
91.472,36.6877,4190,3.24785,45.357,0.2228,553.386,1614,-2.6416666666666666,1308,28.648000000000003
92.1223,36.7012,3678,2.20893,206.565,0.0988,716.833,1508,0.425,964,30.15
91.9714,36.7138,3743,2.68308,183.977,0.0895,714.465,1437,0.05,994,29.1
92.143,37.1618,3373,1.32324,80.0279,0.0545,559.339,1434,1.6,560,0
91.3857,37.1715,4895,6.25702,318.605,-0.0178,-9999,2158,-8.175,1673,0
91.4899,37.4109,4602,8.29513,304.521,0.1306,-9999,1708,-5.7,1169,27.492
92.2652,37.4506,2993,0.512555,97.2243,0.0402,586.409,1562,3.075,336,0
92.4091,37.6246,2821,2.02649,42.7094,0.0557,-9999,1410,3.6916666666666664,250,0
92.1647,37.636,3025,4.3086,198.375,0.0553,-9999,1308,3.033333333333333,312,0
92.4286,37.8005,2773,0.408288,181.005,0.0312,-9999,1269,3.8,230,0
91.879,37.9322,2833,1.26006,31.5222,0.0435,-9999,1437,3.5666666666666664,255,0
92.5079,37.9715,2738,0.335617,320.194,0.0575,-9999,1270,3.725,214,0
92.6448,38.0292,2717,0.833504,49.8793,0.0708,-9999,1330,3.8,162,0
92.1639,38.5429,2750,0.143239,216.87,0.0467,-9999,1395,3.45,167,0
