tem,pre,sm,elev,npp,X,Y
-11.575199127197266,372,1214.699951171875,5580,26.600000381469727,89.06796042045056,33.73173891868803
-7.424802780151367,286,51.5,5064,27.600000381469727,90.95442251710155,34.98938031645536
-9.31466293334961,67,21.100000381469727,5520,36.400001525878906,81.97126967590634,33.641907390276074
-5.485642910003662,269,16.299999237060547,4896,36.5,90.77475946027765,34.63005420280755
-3.359924077987671,79,1.2000000476837158,4853,34,84.03739482938124,33.73173891868803
-1.1104826927185059,452,206.8000030517578,5089,58.79999923706055,87.98998207950713,28.341847213970897
-6.642521381378174,117,10.199999809265137,5463,50.900001525878906,85.38486775556052,31.575782236801174
-5.06710147857666,328,189.60000610351563,5119,64.5,88.43913972156689,33.102918219804366
-6.605727672576904,273,125.80000305175781,4176,53.400001525878906,97.33246103435016,38.223315339285634
-5.450210094451904,211,76.19999694824219,4675,78.80000305175781,93.46970531263621,35.88769560057488
-0.5758865475654602,358,196.3000030517578,4809,67.0999984741211,89.06796042045056,28.162184157146996
-1.5576493740081787,92,1.2000000476837158,5091,53.900001525878906,85.02554164191271,32.294434464096796
