neighbors,x_xmap_y_mean,x_xmap_y_sig,x_xmap_y_upper,x_xmap_y_lower,y_xmap_x_mean,y_xmap_x_sig,y_xmap_x_upper,y_xmap_x_lower,x,y
450,0.3896,1.0371803334263799e-7,0.4312712662245018,0.3479287337754982,0.30234567901234566,4.053897565108666e-23,0.3417427229162921,0.26294863510839916,elev,ndvi
450,0.30904197530864197,1.7416578235352293e-21,0.3486594934983465,0.2694244571189374,0.407679012345679,9.995419397919192e-6,0.450104828043343,0.3652531966480149,elev,bio
450,0.5186765432098766,0.8001223232392554,0.5621478260950807,0.4752052603246724,0.396637037037037,5.714980963604618e-7,0.4382765780311946,0.35499749604287945,elev,sm
450,0.31548641975308644,1.9356047253674397e-20,0.3548311308881214,0.2761417086180515,0.323120987654321,7.47280111101749e-19,0.3625605113466166,0.28368146396202537,elev,tem
450,0.5049283950617284,0.5888653403916188,0.5479306571063717,0.46192613301708507,0.4048888888888889,4.546229729916017e-6,0.44689584961903983,0.36288192815873793,elev,pre
450,0.2703012345679012,1.8843731912946297e-33,0.30783327602239136,0.2327691931134111,0.437841975308642,0.0022977181710727027,0.4808282195121318,0.3948557311051522,ndvi,bio
450,0.3104246913580247,4.074636114511625e-22,0.3491369125655832,0.2717124701504662,0.2846864197530864,5.526254051142436e-29,0.3226663549271822,0.24670648457899055,ndvi,sm
450,0.35318024691358024,7.058276413695264e-13,0.39380785818207587,0.3125526356450846,0.41405925925925924,3.723042957667831e-5,0.4565780263197211,0.37154049219879737,ndvi,tem
450,0.19924444444444445,1.1380235930356366e-73,0.231778548148055,0.16671034074083388,0.15446913580246913,2.676816455963816e-118,0.18379433453075866,0.1251439370741796,ndvi,pre
450,0.41387654320987655,3.304396832843114e-5,0.4561825825253637,0.3715705038943894,0.2503901234567901,7.450448890949144e-43,0.2861729204201973,0.2146073264933829,bio,sm
450,0.39996543209876545,1.5268225174443785e-6,0.44197457395678275,0.35795629024074815,0.3402222222222222,2.5087284433126055e-15,0.3802349682923215,0.3002094761521229,bio,tem
450,0.47016296296296295,0.08743012756399082,0.5132655707881575,0.42706035513776835,0.30649876543209875,6.275616454748849e-23,0.3452417280379847,0.2677558028262128,bio,pre
450,0.3113975308641975,1.3328977551527183e-21,0.35041085856327564,0.27238420316511935,0.43516543209876546,0.0015181705100770204,0.4780372043060092,0.3922936598915217,sm,tem
450,0.25578765432098766,7.37349183425959e-40,0.29215676176830185,0.21941854687367346,0.21317037037037037,1.4273708803270613e-63,0.24665175326720556,0.17968898747353518,sm,pre
450,0.5083950617283951,0.6484692552071913,0.5515598176322576,0.4652303058245326,0.3811703703703704,9.629128340065477e-9,0.4226227710171591,0.33971796972358165,tem,pre
