neighbors,x_xmap_y_mean,x_xmap_y_sig,x_xmap_y_upper,x_xmap_y_lower,y_xmap_x_mean,y_xmap_x_sig,y_xmap_x_upper,y_xmap_x_lower,x,y
450,0.5568,0.9953317570293863,0.5996262242725781,0.5139737757274219,0.5032790123456791,0.559200280912615,0.5464283470627055,0.46012967762865264,tem,pre
450,0.5558666666666666,0.9944156583982925,0.5990201613856931,0.5127131719476401,0.5158666666666667,0.7649582955412508,0.5589183475136212,0.4728149858197122,tem,sm
450,0.4597530864197531,0.034331691788453585,0.5030801635118383,0.4164260093276679,0.45281481481481484,0.015829635960068353,0.49585565407924614,0.40977397555038353,tem,elev
450,0.47378765432098763,0.11840550491374856,0.517215767221458,0.43035954142051724,0.400241975308642,1.7636208574479207e-6,0.442403485426596,0.3580804651906879,tem,npp
450,0.2489283950617284,1.0564493908805476e-42,0.28498781269026385,0.21286897743319297,0.25465679012345677,7.75034898005057e-42,0.29027462559770456,0.219038954649209,pre,sm
450,0.42162962962962963,1.2768212456302464e-4,0.46363419429690395,0.3796250649623553,0.4878962962962963,0.2898710864106363,0.5307357301537639,0.4450568624388287,pre,elev
450,0.29517037037037036,1.2248317641325394e-27,0.3322354490139891,0.2581052917267516,0.32521975308641976,7.372397590497021e-19,0.36418456946012795,0.28625493671271157,pre,npp
450,0.4338666666666667,0.001081587413169629,0.47613100082858617,0.3916023325047472,0.48891851851851853,0.30812509405974675,0.5322555592237533,0.44558147781328367,sm,elev
450,0.34341728395061727,2.048341893161031e-15,0.3825027454064526,0.3043318224947819,0.36065185185185183,1.1970376207540505e-11,0.40153942796604974,0.3197642757376539,sm,npp
450,0.33496296296296296,1.1852643582317754e-16,0.3744020405554048,0.2955238853705211,0.2704543209876543,3.312874708868309e-34,0.30751918992054106,0.2333894520547676,elev,npp
