libsizes,x_xmap_y_mean,x_xmap_y_sig,x_xmap_y_upper,x_xmap_y_lower,y_xmap_x_mean,y_xmap_x_sig,y_xmap_x_upper,y_xmap_x_lower,x,y
1500,0.6413483908228661,0,0.6688871673962239,0.612051631223152,0.676055410971001,0,0.70141403143689,0.6489874257687482,ndvi,sm
1600,0.6486093800246865,0,0.6757007845283681,0.61976833939588,0.6826511547643078,0,0.7075835363355774,0.6560211853890902,ndvi,sm
100,0.07484676222545418,0.00233377759193254,0.12263225543242955,0.026715034541155112,0.055837826220048466,0.023233664652717145,0.10378649531091433,0.007630212519140236,ndvi,tem
200,0.14045056843906745,9.88432735660183e-9,0.18740928083478525,0.09285135157928956,0.10600389627151593,1.5786690048535945e-5,0.15344757654463204,0.05807262366138131,ndvi,tem
300,0.1838449814752193,5.040412531798211e-14,0.23003354927926847,0.13683002410612732,0.15192722967265487,5.419888982061138e-10,0.19869948609109175,0.10446449738032071,ndvi,tem
400,0.22867954237050875,0,0.27388705995767315,0.1824637357827299,0.19837173600547411,4.440892098500626e-16,0.24426300789995858,0.15159388900121043,ndvi,tem
500,0.2695802049684258,0,0.3137294576039667,0.22426782971097733,0.24152127867714573,0,0.2864132620824578,0.19557115484803364,ndvi,tem
600,0.3095233503473982,0,0.3524896374588856,0.26525484474495653,0.28063244923366865,0,0.3244691200885796,0.23559289311978715,ndvi,tem
700,0.3458410302107474,0,0.3876042333357974,0.3026610359617339,0.31729338618744046,0,0.3600124653570498,0.27324657398855123,ndvi,tem
800,0.3815017582196929,0,0.42196611107930054,0.33952047756152337,0.35287592073628443,0,0.3943920979010338,0.30992218759637047,ndvi,tem
900,0.41337246334283045,0,0.4525779432225407,0.37257196884213967,0.39038340601662147,0,0.43050622284077,0.34872077581817346,ndvi,tem
1000,0.4479137890419579,0,0.48565089156434904,0.4085102907427017,0.42922415437235223,0,0.4677691704443975,0.38904958849193755,ndvi,tem
1100,0.4807742357039644,0,0.517014456697997,0.442813528358399,0.46720820256594797,0,0.5040781758855178,0.4286383749414088,ndvi,tem
1200,0.5061171641325924,0,0.5411366664670276,0.46934529910858164,0.502818141619351,0,0.5379998106670111,0.4658877556299202,ndvi,tem
1300,0.5302680220889527,0,0.5640707225394056,0.4946910152858148,0.533374732311274,0,0.567017125197842,0.4979558285396236,ndvi,tem
1400,0.552916354742114,0,0.5855306737756608,0.5185149860465464,0.5602381292619708,0,0.5924585034121297,0.526228263367968,ndvi,tem
1500,0.5739318732926223,0,0.6054026828369163,0.540669263473988,0.5829070331828222,0,0.6138775411234173,0.5501448374070009,ndvi,tem
1600,0.5912250571387119,0,0.6217255250805301,0.5589341756502665,0.6033545594446724,0,0.6331586395989147,0.5717639755365763,ndvi,tem
100,0.38485436129009376,0,0.4251906366653146,0.3429924197460518,0.26503236675632497,0,0.30930695936746616,0.2196112818611387,ndvi,pre
200,0.46633529407239815,0,0.503245222008163,0.4277269222781662,0.33066563403531396,0,0.37294627379144446,0.2870146080096122,ndvi,pre
300,0.49310313434155595,0,0.5287566910321366,0.4557124798387046,0.36629325212167807,0,0.40732573964188035,0.3237849624602875,ndvi,pre
400,0.5236219887333678,0,0.5577647356413573,0.48771013004285085,0.40304394487116996,0,0.44266750512020253,0.3618494374895143,ndvi,pre
500,0.5595609228991127,0,0.5918179337843935,0.5255146111264336,0.4471012902651954,0,0.48487417149076445,0.40766352567063896,ndvi,pre
600,0.5848426735202885,0,0.6157043478311206,0.5521895067848213,0.4839931204736576,0,0.5200814887177352,0.44617973010884104,ndvi,pre
700,0.6081741696643661,0,0.6376979351957923,0.5768661393005812,0.5037571650896183,0,0.5388927747242581,0.466871785210038,ndvi,pre
800,0.6278230647506141,0,0.6561828290139409,0.597692279638095,0.5213936117105963,0,0.5556494915115265,0.48537050672594445,ndvi,pre
900,0.6486385043177686,0,0.6757281050660071,0.6197993028408391,0.5411871716621675,0,0.5744226367940725,0.5061702886896076,ndvi,pre
1000,0.6705676755216379,0,0.696278034024677,0.6431387804776701,0.5625656309827098,0,0.5946597771257791,0.5286813918764902,ndvi,pre
